protein_id	specie
TPC1_10785	TP
TPC1_15193	TP
TPC1_11413	TP
TPC1_16447	TP
TPC1_10712	TP
TPC1_10233	TP
TPC1_15415	TP
TPC1_15867	TP
TPC1_14930	TP
TPC1_15474	TP
TPC1_16307	TP
TPC1_14196	TP
TPC1_13703	TP
TPC1_17639	TP
TPC1_13680	TP
TPC1_12412	TP
TPC1_13249	TP
TPC1_15503	TP
TPC1_16011	TP
TPC1_10098	TP
TPC1_12743	TP
TPC1_10189	TP
TPC1_16913	TP
TPC1_12293	TP
TPC1_12876	TP
TPC1_15478	TP
TPC1_15958	TP
TPC1_12276	TP
TPC1_20003	TP
TPC1_10096	TP
TPC1_16494	TP
TPC1_16918	TP
TPC1_14911	TP
TPC1_16271	TP
KAG9395384.1	KA
KAG9396484.1	KA
KAG9391077.1	KA
KAG9391127.1	KA
KAG9392343.1	KA
KAG9391021.1	KA
KAG9391552.1	KA
KAG9391555.1	KA
KAG9389717.1	KA
KAG9393432.1	KA
KAG9396046.1	KA
KAG9397438.1	KA
KAG9389457.1	KA
KAG9390174.1	KA
KAG9391132.1	KA
KAG9392541.1	KA
KAG9392699.1	KA
KAG9392835.1	KA
KAG9393613.1	KA
KAG9393710.1	KA
KAG9393851.1	KA
KAG9394160.1	KA
KAG9395852.1	KA
KAG9396156.1	KA
KAG9396187.1	KA
KAG9396280.1	KA
KAG9396756.1	KA
KAG9397092.1	KA
KAG9397216.1	KA
KAG9396017.1	KA
KAG9389650.1	KA
KAG9393915.1	KA
KAG9395352.1	KA
KAG9397097.1	KA
KAG9396190.1	KA
KAG9397515.1	KA
KAG9393867.1	KA
KAG9390189.1	KA
KAG9393963.1	KA
KAG9393060.1	KA
KAG9394504.1	KA
KAG9392711.1	KA
KAG9389707.1	KA
KAG9395012.1	KA
KAG9391275.1	KA
KAG9396831.1	KA
KAG9396393.1	KA
KAG9395483.1	KA
KAG9389702.1	KA
KAG9395531.1	KA
KAG9393973.1	KA
KAG9394603.1	KA
KAG9397131.1	KA
KAG9396130.1	KA
KAG9397656.1	KA
KAG9393438.1	KA
KAG9391206.1	KA
KAG9392142.1	KA
KAG9390768.1	KA
KAG9396387.1	KA
KAG9397635.1	KA
KAG9389799.1	KA
KAG9393415.1	KA
KAG9392587.1	KA
KAG9396447.1	KA
KAG9391734.1	KA
KAG9395106.1	KA
KAG9392689.1	KA
KAG9397491.1	KA
KAG9395939.1	KA
KAG9389460.1	KA
KAG9391918.1	KA
KAG9395083.1	KA
KAG9390375.1	KA
KAG9390365.1	KA
KAG9390526.1	KA
KAG9389712.1	KA
KAG9392668.1	KA
KAG9396933.1	KA
KAG9397038.1	KA
KAG9394448.1	KA
KAG9394656.1	KA
KAG9390648.1	KA
KAG9391595.1	KA
KAG9389819.1	KA
KAG9390978.1	KA
GIQ79907.1	GI
GIQ79998.1	GI
GIQ80216.1	GI
GIQ80951.1	GI
GIQ81006.1	GI
GIQ81549.1	GI
GIQ81796.1	GI
GIQ81993.1	GI
GIQ82485.1	GI
GIQ82596.1	GI
GIQ82912.1	GI
GIQ82913.1	GI
GIQ83401.1	GI
GIQ83722.1	GI
GIQ84391.1	GI
GIQ84837.1	GI
GIQ84838.1	GI
GIQ85148.1	GI
GIQ85239.1	GI
GIQ85484.1	GI
GIQ85486.1	GI
GIQ85558.1	GI
GIQ85921.1	GI
GIQ85950.1	GI
GIQ86031.1	GI
GIQ87113.1	GI
GIQ87129.1	GI
GIQ87537.1	GI
GIQ87693.1	GI
GIQ88426.1	GI
GIQ89491.1	GI
GIQ89912.1	GI
GIQ90692.1	GI
GIQ91083.1	GI
GIQ91783.1	GI
GIQ92025.1	GI
GIQ80663.1	GI
GIQ87226.1	GI
GIQ93114.1	GI
GIQ82551.1	GI
GIQ80518.1	GI
GIQ81660.1	GI
GIQ81792.1	GI
GIQ81996.1	GI
GIQ86498.1	GI
GIQ86704.1	GI
GIQ88446.1	GI
GIQ89425.1	GI
GIQ90163.1	GI
GIQ90218.1	GI
GIQ90496.1	GI
GIQ90857.1	GI
GIQ91443.1	GI
GCA62002.1	GC
GCA63122.1	GC
GIQ80597.1	GI
GIQ89126.1	GI
GIQ90625.1	GI
GIQ84440.1	GI
GIQ86014.1	GI
GIQ81671.1	GI
GIQ86765.1	GI
GIQ81556.1	GI
GIQ83740.1	GI
GIQ84819.1	GI
GIQ84924.1	GI
GIQ91216.1	GI
GIQ86301.1	GI
GIQ86574.1	GI
GIQ82880.1	GI
GIQ87596.1	GI
GIQ91015.1	GI
GIQ82189.1	GI
GIQ85323.1	GI
GIQ91228.1	GI
GIQ87815.1	GI
GIQ82460.1	GI
GIQ83410.1	GI
GIQ85903.1	GI
GCA63480.1	GC
GIQ81628.1	GI
GIQ82717.1	GI
GIQ83316.1	GI
GIQ84309.1	GI
GIQ86184.1	GI
GIQ90953.1	GI
GCA63143.1	GC
GIQ81970.1	GI
GIQ86048.1	GI
GIQ86998.1	GI
GIQ90394.1	GI
GIQ90635.1	GI
GIQ80547.1	GI
GIQ90006.1	GI
GIQ90214.1	GI
GIQ82947.1	GI
GIQ90751.1	GI
GIQ89616.1	GI
GIQ90386.1	GI
GCA61975.1	GC
GCA65170.1	GC
GIQ88595.1	GI
GIQ91964.1	GI
GIQ80265.1	GI
GIQ85411.1	GI
GIQ83239.1	GI
GIQ89167.1	GI
GIQ87551.1	GI
GIQ83555.1	GI
GCA62799.1	GC
GIQ85951.1	GI
GIQ83466.1	GI
GIQ84668.1	GI
GIQ89214.1	GI
GIQ83971.1	GI
GIQ83899.1	GI
GIQ87326.1	GI
GIQ88983.1	GI
GIQ80932.1	GI
GIQ79493.1	GI
GIQ80604.1	GI
GIQ84302.1	GI
GIQ89763.1	GI
GIQ79382.1	GI
GIQ85339.1	GI
GIQ87554.1	GI
GIQ86274.1	GI
GIQ81805.1	GI
GIQ84483.1	GI
GIQ84138.1	GI
GIQ84833.1	GI
GIQ81849.1	GI
GIQ81284.1	GI
GIQ87916.1	GI
GIQ88955.1	GI
GIQ82005.1	GI
GIQ90519.1	GI
