id	desc
TPC1_10119	TPC1_10119 4Fe-4S ferredoxin
TPC1_10120	TPC1_10120 Beige/BEACH domain-containing protein
TPC1_10121	TPC1_10121 Polyadenylate-binding protein
TPC1_10122	TPC1_10122 Hypothetical protein
TPC1_10124	TPC1_10124 Kinesin-2
TPC1_10125	TPC1_10125 Saposin, putative
TPC1_10126	TPC1_10126 Hypothetical protein
TPC1_10127	TPC1_10127 Hypothetical protein
TPC1_10129	TPC1_10129 Protein tyrosine phosphatase
TPC1_10130	TPC1_10130 Conserved hypothetical protein
TPC1_10131	TPC1_10131 Conserved hypothetical protein
TPC1_10133	TPC1_10133 Conserved hypothetical protein
TPC1_10134	TPC1_10134 DHHC zinc finger domain-containing protein
TPC1_10135	TPC1_10135 Hypothetical protein
TPC1_10137	TPC1_10137 RNA helicase
TPC1_10138	TPC1_10138 TCP-1 chaperonin subunit epsilon
TPC1_10139	TPC1_10139 Conserved hypothetical protein
TPC1_10140	TPC1_10140 Alpha/beta hydrolase family protein
TPC1_10142	TPC1_10142 Peroxiredoxin
TPC1_10143	TPC1_10143 Leucine rich repeats-containing protein
TPC1_10144	TPC1_10144 Conserved hypothetical protein
TPC1_10145	TPC1_10145 Fe-S protein assembly chaperone HscA domain-containing protein
TPC1_10147	TPC1_10147 Rab-like protein
TPC1_10149	TPC1_10149 Protein phosphatase 2C
TPC1_10150	TPC1_10150 SNF2 family N-terminal and Helicase conserved C-terminal domain-containing protein
TPC1_10151	TPC1_10151 Cathepsin B
TPC1_10152	TPC1_10152 LPXTG-motif cell wall anchor domain
TPC1_10153	TPC1_10153 Tubulin tyrosine ligase
TPC1_10154	TPC1_10154 Kinase, AGC
TPC1_10155	TPC1_10155 Hypothetical protein
TPC1_10156	TPC1_10156 Helicase-related protein
TPC1_10157	TPC1_10157 Hypothetical protein
TPC1_10158	TPC1_10158 Alpha/beta hydrolase family protein
TPC1_10159	TPC1_10159 Conserved hypothetical protein
TPC1_10160	TPC1_10160 PQ loop repeat-containing protein
TPC1_10163	TPC1_10163 Conserved hypothetical protein
TPC1_10166	TPC1_10166 ZIP Zinc transporter domain-containing protein
TPC1_10170	TPC1_10170 Leucine rich repeats-containing protein
TPC1_10171	TPC1_10171 Protein phosphatase 2C
TPC1_10172	TPC1_10172 Conserved hypothetical protein
TPC1_10174	TPC1_10174 Conserved hypothetical protein
TPC1_10175	TPC1_10175 Hypothetical protein
TPC1_10176	TPC1_10176 Ribosomal protein P1B
TPC1_10177	TPC1_10177 Kinase, CAMK CAMKL
TPC1_10178	TPC1_10178 Sedlin N-terminal conserved region-containing protein
TPC1_10179	TPC1_10179 Conserved hypothetical protein
TPC1_10180	TPC1_10180 AAA family ATPase, CDC 48 subfamily
TPC1_10181	TPC1_10181 Proteasome activator pa28 beta subunit
TPC1_10182	TPC1_10182 3-ketoacyl-CoA synthase
TPC1_10184	TPC1_10184 Kinase, ULK
TPC1_10185	TPC1_10185 Transmembrane domain-containing protein
TPC1_10188	TPC1_10188 Glutaminyl-tRNA synthetase
TPC1_10189	TPC1_10189 SH3 domain-containing protein
TPC1_10190	TPC1_10190 GARP-like protein 1
TPC1_10191	TPC1_10191 Hypothetical protein
TPC1_10193	TPC1_10193 Rab-like protein
TPC1_10194	TPC1_10194 AGC/PKA protein kinase
TPC1_10196	TPC1_10196 RNA cap guanine-N2 methyltransferase
TPC1_10198	TPC1_10198 Importin beta-3 subunit
TPC1_10199	TPC1_10199 Kinase, CMGC DYRK
TPC1_10200	TPC1_10200 Conserved hypothetical protein
TPC1_10201	TPC1_10201 Glutamine synthetase catalytic region
TPC1_10206	TPC1_10206 ADP ribosylation factor family protein
TPC1_10207	TPC1_10207 Transmembrane domain-containing protein
TPC1_10210	TPC1_10210 Conserved hypothetical protein
TPC1_10211	TPC1_10211 Hypothetical protein
TPC1_10212	TPC1_10212 Helicase-related protein
TPC1_10214	TPC1_10214 Hypothetical protein
TPC1_10215	TPC1_10215 Transmembrane domain-containing protein
TPC1_10218	TPC1_10218 Cornichon protein
TPC1_10219	TPC1_10219 Hypothetical protein
TPC1_10220	TPC1_10220 Kinesin-13
TPC1_10221	TPC1_10221 Protein tyrosine phosphatase
TPC1_10222	TPC1_10222 Glycosyl transferase-like family 2 protein
TPC1_10223	TPC1_10223 Rab-like protein
TPC1_10226	TPC1_10226 p21-C-terminal region-binding protein
TPC1_10227	TPC1_10227 A-type flavoprotein
TPC1_10228	TPC1_10228 AMP-binding enzyme
TPC1_10229	TPC1_10229 Conserved hypothetical protein
TPC1_10232	TPC1_10232 Ribosomal protein S8e
TPC1_10233	TPC1_10233 Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
TPC1_10234	TPC1_10234 Acyltransferase domain-containing protein
TPC1_10235	TPC1_10235 Myb-like DNA-binding domain-containing protein
TPC1_10236	TPC1_10236 Putative reverse transcriptase/endonuclease
TPC1_10239	TPC1_10239 Hypothetical protein
TPC1_10240	TPC1_10240 von Willebrand factor type A domain-containing protein
TPC1_10241	TPC1_10241 Conserved hypothetical protein
TPC1_10243	TPC1_10243 Conserved hypothetical protein
TPC1_10244	TPC1_10244 Ubiquitin-conjugating enzyme E2
TPC1_10245	TPC1_10245 Kinase, NEK
TPC1_10246	TPC1_10246 Cytoplasmic dynein
TPC1_10247	TPC1_10247 Leucine rich repeats-containing protein
TPC1_10248	TPC1_10248 Glycoside hydrolase family 3 protein
TPC1_10251	TPC1_10251 Conserved hypothetical protein
TPC1_10252	TPC1_10252 NUDIX hydrolase
TPC1_10253	TPC1_10253 Transmembrane domain-containing protein
TPC1_10254	TPC1_10254 Kinase, CAMKK
TPC1_10256	TPC1_10256 Conserved hypothetical protein
TPC1_10257	TPC1_10257 Conserved hypothetical protein
TPC1_10258	TPC1_10258 Kinase, CMGC CDKL
TPC1_10259	TPC1_10259 MCT-1 protein-like protein
TPC1_10260	TPC1_10260 Conserved hypothetical protein
TPC1_10262	TPC1_10262 Zinc finger, C3HC4 type (RING finger) and transmembrane domain-containing protein
TPC1_10263	TPC1_10263 Hypothetical protein
TPC1_10264	TPC1_10264 PQ-loop motif-containing protein
TPC1_10265	TPC1_10265 Rap/ran-GAP family protein
TPC1_10266	TPC1_10266 Conserved hypothetical protein
TPC1_10267	TPC1_10267 Conserved hypothetical protein
TPC1_10268	TPC1_10268 Hypothetical protein
TPC1_10269	TPC1_10269 Tubulin tyrosine ligase
TPC1_10270	TPC1_10270 FKBP-type peptidyl-prolyl cis-trans isomerase
TPC1_10271	TPC1_10271 YqeB family selenium-dependent molybdenum hydroxylase system protein
TPC1_10272	TPC1_10272 Equilibrative nucleoside transporter family protein
TPC1_10273	TPC1_10273 Hypothetical protein
TPC1_10274	TPC1_10274 Leucine rich repeats-containing protein
TPC1_10275	TPC1_10275 BPI-like protein
TPC1_10276	TPC1_10276 Leucine rich repeats-containing protein
TPC1_10278	TPC1_10278 Palmitoyl-protein thioesterase
TPC1_10279	TPC1_10279 Zinc finger and RING finger domain-containing protein
TPC1_10280	TPC1_10280 ADP-ribosylation factor family protein
TPC1_10282	TPC1_10282 Pecanex and transmembrane domain-containing protein
TPC1_10283	TPC1_10283 Dynein heavy chain
TPC1_10284	TPC1_10284 Palmitoyl-protein thioesterase
TPC1_10285	TPC1_10285 Kinesin-like protein
TPC1_10286	TPC1_10286 Conserved hypothetical protein
TPC1_10287	TPC1_10287 BPI-like protein
TPC1_10289	TPC1_10289 Hypothetical protein
TPC1_10290	TPC1_10290 Eukaryotic translation initiation factor 4E
TPC1_10291	TPC1_10291 Conserved hypothetical protein
TPC1_10292	TPC1_10292 Rab-like protein
TPC1_10293	TPC1_10293 Eukaryotic translation initiation factor 4A
TPC1_10294	TPC1_10294 Hypothetical protein
TPC1_10295	TPC1_10295 Nitroreductase
TPC1_10296	TPC1_10296 Conserved hypothetical protein
TPC1_10297	TPC1_10297 Calmodulin
TPC1_10298	TPC1_10298 Hypothetical protein
TPC1_10299	TPC1_10299 Hypothetical protein
TPC1_10300	TPC1_10300 Hypothetical protein
TPC1_10301	TPC1_10301 Conserved hypothetical protein
TPC1_10303	TPC1_10303 Kinesin-16
TPC1_10304	TPC1_10304 Glycolipid transfer protein domain-containing protein
TPC1_10305	TPC1_10305 Leucine rich repeats-containing protein
TPC1_10306	TPC1_10306 Glycerate kinase
TPC1_10308	TPC1_10308 Dynein heavy chain
TPC1_10309	TPC1_10309 HAM1 protein
TPC1_10310	TPC1_10310 Beta tubulin
TPC1_10312	TPC1_10312 Glycosyl transferase family 2 protein
TPC1_10313	TPC1_10313 Dynein heavy chain
TPC1_10314	TPC1_10314 Putative ribosome biogenesis protein NEP1
TPC1_10316	TPC1_10316 Protein kinase domain-containing protein
TPC1_10317	TPC1_10317 Ribosomal protein L29e
TPC1_10318	TPC1_10318 SNARE, putative
TPC1_10319	TPC1_10319 DNA-directed RNA polymerase subunit A'
TPC1_10320	TPC1_10320 Hypothetical protein
TPC1_10322	TPC1_10322 RNA 3'-terminal phosphate cyclase-like protein
TPC1_10324	TPC1_10324 Rab-like protein
TPC1_10325	TPC1_10325 Hypothetical protein
TPC1_10326	TPC1_10326 AAA domain-containing protein
TPC1_10327	TPC1_10327 Conserved hypothetical protein
TPC1_10328	TPC1_10328 Eukaryotic translation initiation factor 4E
TPC1_10329	TPC1_10329 Conserved hypothetical protein
TPC1_10330	TPC1_10330 Protein phosphatase 2C
TPC1_10332	TPC1_10332 Ribosomal protein S23
TPC1_10334	TPC1_10334 Regulator of chromosome condensation (RCC1) repeat-containing protein
TPC1_10335	TPC1_10335 Aspartyl-tRNA synthetase
TPC1_10337	TPC1_10337 Rab-like protein
TPC1_10338	TPC1_10338 Transmembrane domain-containing protein
TPC1_10339	TPC1_10339 Glycosyl transferase family 2 protein
TPC1_10340	TPC1_10340 Hypothetical protein
TPC1_10341	TPC1_10341 Hypothetical protein
TPC1_10343	TPC1_10343 Beta-lactamase superfamily domain-containing protein
TPC1_10344	TPC1_10344 Leucine rich repeats-containing protein
TPC1_10345	TPC1_10345 Conserved hypothetical protein
TPC1_10346	TPC1_10346 Hypothetical protein
TPC1_10347	TPC1_10347 Dynein heavy chain
TPC1_10348	TPC1_10348 Internalin
TPC1_10350	TPC1_10350 Conserved hypothetical protein
TPC1_10351	TPC1_10351 Chromatin associated protein KTI12
TPC1_10352	TPC1_10352 Hypothetical protein
TPC1_10354	TPC1_10354 Kinase
TPC1_10355	TPC1_10355 Conserved hypothetical protein
TPC1_10356	TPC1_10356 SET domain-containing protein
TPC1_10357	TPC1_10357 Tubulin tyrosine ligase
TPC1_10358	TPC1_10358 Amino acid transporter family protein
TPC1_10359	TPC1_10359 Conserved hypothetical protein
TPC1_10360	TPC1_10360 EF-hand domain-containing protein
TPC1_10361	TPC1_10361 Annexin
TPC1_10362	TPC1_10362 Rab-like protein
TPC1_10365	TPC1_10365 Histone H2B
TPC1_10367	TPC1_10367 Sentrin
TPC1_10369	TPC1_10369 Hypothetical protein
TPC1_10371	TPC1_10371 Conserved hypothetical protein
TPC1_10373	TPC1_10373 Kinase, NEK
TPC1_10374	TPC1_10374 Intraflagellar transport protein
TPC1_10375	TPC1_10375 ELMO/CED-12 family protein
TPC1_10376	TPC1_10376 Conserved hypothetical protein
TPC1_10377	TPC1_10377 Conserved hypothetical protein
TPC1_10379	TPC1_10379 CHY zinc finger-containing protein
TPC1_10380	TPC1_10380 YEATS family protein
TPC1_10381	TPC1_10381 Conserved hypothetical protein
TPC1_10383	TPC1_10383 23S rRNA (uracil-5-)-methyltransferase RumA
TPC1_10384	TPC1_10384 Conserved hypothetical protein
TPC1_10385	TPC1_10385 Conserved hypothetical protein
TPC1_10387	TPC1_10387 Hypothetical protein
TPC1_10388	TPC1_10388 Aldose reductase
TPC1_10389	TPC1_10389 Beta tubulin
TPC1_10392	TPC1_10392 NADH pyrophosphatase
TPC1_10393	TPC1_10393 Kinesin-like protein
TPC1_10395	TPC1_10395 Alpha/beta hydrolase fold-containing protein
TPC1_10396	TPC1_10396 Kinesin-4
TPC1_10397	TPC1_10397 Histidine acid phosphatase family protein
TPC1_10398	TPC1_10398 DNA polymerase
TPC1_10399	TPC1_10399 Hypothetical protein
TPC1_10401	TPC1_10401 Conserved hypothetical protein
TPC1_10402	TPC1_10402 Katanin p60 ATPase-containing subunit A1
TPC1_10405	TPC1_10405 BPI-like protein
TPC1_10407	TPC1_10407 Glycosyl transferase family 2 protein
TPC1_10408	TPC1_10408 Leucine rich repeats-containing protein
TPC1_10409	TPC1_10409 Leucine rich repeats-containing protein
TPC1_10413	TPC1_10413 Equilibrative nucleoside transporter family protein
TPC1_10414	TPC1_10414 Conserved hypothetical protein
TPC1_10416	TPC1_10416 Replication factor C, subunit 1
TPC1_10417	TPC1_10417 Glycosidase
TPC1_10418	TPC1_10418 4Fe-4S ferredoxin iron-sulfur binding domain protein
TPC1_10419	TPC1_10419 Ribosomal protein S24
TPC1_10422	TPC1_10422 Conserved hypothetical protein
TPC1_10423	TPC1_10423 Hypothetical protein
TPC1_10424	TPC1_10424 Dynein heavy chain
TPC1_10425	TPC1_10425 Ribosomal protein L23A
TPC1_10426	TPC1_10426 Conserved hypothetical protein
TPC1_10427	TPC1_10427 Leucine rich repeats-containing protein
TPC1_10428	TPC1_10428 Conserved hypothetical protein
TPC1_10429	TPC1_10429 Hypothetical protein
TPC1_10430	TPC1_10430 EXS family protein
TPC1_10431	TPC1_10431 Conserved hypothetical protein
TPC1_10432	TPC1_10432 Tubulin tyrosine ligase
TPC1_10433	TPC1_10433 Tubulin tyrosine ligase
TPC1_10434	TPC1_10434 ADP-ribosylation factor
TPC1_10435	TPC1_10435 Tubulin tyrosine ligase
TPC1_10438	TPC1_10438 Conserved hypothetical protein
TPC1_10439	TPC1_10439 Queuine tRNA-ribosyltransferase
TPC1_10440	TPC1_10440 Kinesin-like protein
TPC1_10442	TPC1_10442 Dynein heavy chain
TPC1_10443	TPC1_10443 Kinase, NEK
TPC1_10444	TPC1_10444 Hypothetical protein
TPC1_10446	TPC1_10446 Conserved hypothetical protein
TPC1_10447	TPC1_10447 Adenylate kinase 2
TPC1_10448	TPC1_10448 tRNA/rRNA cytosine-C5-methylase
TPC1_10449	TPC1_10449 Leucine rich repeats-containing protein
TPC1_10450	TPC1_10450 Dynein heavy chain
TPC1_10451	TPC1_10451 Exosome complex RNA-binding protein Rrp4
TPC1_10452	TPC1_10452 Conserved hypothetical protein
TPC1_10453	TPC1_10453 PQ loop repeat-containing protein
TPC1_10454	TPC1_10454 Equilibrative nucleoside transporter family protein
TPC1_10455	TPC1_10455 Hypothetical protein
TPC1_10456	TPC1_10456 Conserved hypothetical protein
TPC1_10457	TPC1_10457 Major facilitator superfamily protein
TPC1_10458	TPC1_10458 GCC2 and GCC3 domain containing protein
TPC1_10459	TPC1_10459 DNA topoisomerase
TPC1_10460	TPC1_10460 Leucine rich repeats-containing protein
TPC1_10461	TPC1_10461 Hypothetical protein
TPC1_10462	TPC1_10462 Conserved hypothetical protein
TPC1_10463	TPC1_10463 Translational activator GCN1
TPC1_10464	TPC1_10464 Adaptor complexes medium subunit family protein
TPC1_10465	TPC1_10465 RNA recognition motif-containing protein
TPC1_10467	TPC1_10467 Rab-like protein
TPC1_10469	TPC1_10469 Cathepsin L
TPC1_10471	TPC1_10471 Uridine kinase
TPC1_10473	TPC1_10473 Conserved hypothetical protein
TPC1_10474	TPC1_10474 Conserved hypothetical protein
TPC1_10475	TPC1_10475 Conserved hypothetical protein
TPC1_10477	TPC1_10477 Dipeptidyl-peptidase I precursor
TPC1_10478	TPC1_10478 Amino acid transporter family protein
TPC1_10479	TPC1_10479 Flagella associated protein
TPC1_10481	TPC1_10481 Ubiquitin carboxyl-terminal hydrolase family protein
TPC1_10482	TPC1_10482 [FeFe]-hydrogenase
TPC1_10483	TPC1_10483 Copine I
TPC1_10485	TPC1_10485 Hypothetical protein
TPC1_10486	TPC1_10486 Leucine rich repeats-containing protein
TPC1_10487	TPC1_10487 Conserved hypothetical protein
TPC1_10488	TPC1_10488 Transmembrane domain-containing protein
TPC1_10490	TPC1_10490 Hypothetical protein
TPC1_10491	TPC1_10491 SNF2 family N-terminal domain-containing protein
TPC1_10492	TPC1_10492 ATP-binding protein
TPC1_10493	TPC1_10493 Kinase, NEK
TPC1_10494	TPC1_10494 Rab-geranylgeranyl transferase, alpha subunit
TPC1_10495	TPC1_10495 NADPH oxidoreductase
TPC1_10498	TPC1_10498 Phosphatidylserine decarboxylase proenzyme
TPC1_10500	TPC1_10500 Conserved hypothetical protein
TPC1_10503	TPC1_10503 Conserved hypothetical protein
TPC1_10504	TPC1_10504 Nucleoporin autopeptidase
TPC1_10505	TPC1_10505 Threonine dehydratase
TPC1_10507	TPC1_10507 Beta adaptin
TPC1_10508	TPC1_10508 Hypothetical protein
TPC1_10510	TPC1_10510 EXS family protein
TPC1_10512	TPC1_10512 Conserved hypothetical protein
TPC1_10513	TPC1_10513 Beta tubulin
TPC1_10514	TPC1_10514 Cyclin
TPC1_10515	TPC1_10515 Transposase IS4
TPC1_10517	TPC1_10517 Conserved hypothetical protein
TPC1_10518	TPC1_10518 Leucine rich repeats-containing protein
TPC1_10519	TPC1_10519 Ras-like GTPase superfamily protein
TPC1_10520	TPC1_10520 Leucine rich repeats-containing protein
TPC1_10521	TPC1_10521 Putative reverse transcriptase/endonuclease
TPC1_10522	TPC1_10522 Conserved hypothetical protein
TPC1_10523	TPC1_10523 Conserved hypothetical protein
TPC1_10524	TPC1_10524 Macrophage migration inhibitory factor family protein
TPC1_10525	TPC1_10525 Cellulase (glycosyl hydrolase family 5)-domain conating protein
TPC1_10526	TPC1_10526 Hypothetical protein
TPC1_10527	TPC1_10527 WD domain, G-beta repeat-containing protein
TPC1_10528	TPC1_10528 Hypothetical protein
TPC1_10529	TPC1_10529 Conserved hypothetical protein
TPC1_10530	TPC1_10530 Rab-like protein
TPC1_10531	TPC1_10531 Conserved hypothetical protein
TPC1_10532	TPC1_10532 Leucine rich repeat-containing protein
TPC1_10533	TPC1_10533 Nucleotide-binding protein 1
TPC1_10534	TPC1_10534 LPXTG-motif cell wall anchor domain
TPC1_10535	TPC1_10535 Hypothetical protein
TPC1_10537	TPC1_10537 Rab-like protein
TPC1_10538	TPC1_10538 BPI-like protein
TPC1_10539	TPC1_10539 Conserved hypothetical protein
TPC1_10540	TPC1_10540 Intraflagellar transport protein
TPC1_10541	TPC1_10541 Leucine rich repeats-containing protein
TPC1_10543	TPC1_10543 Phosphatidylinositol-4-phosphate 5-kinase
TPC1_10544	TPC1_10544 Rab-like protein
TPC1_10546	TPC1_10546 Leucine rich repeats-containing protein
TPC1_10550	TPC1_10550 Phosphatidylserine decarboxylase proenzyme
TPC1_10553	TPC1_10553 Hypothetical protein
TPC1_10554	TPC1_10554 Kinase, NEK
TPC1_10555	TPC1_10555 Hypothetical protein
TPC1_10557	TPC1_10557 Hypothetical protein
TPC1_10559	TPC1_10559 Ankyrin repeat-containing protein
TPC1_10560	TPC1_10560 [FeFe]-hydrogenase assembly protein HydG
TPC1_10561	TPC1_10561 Palmitoyl-protein thioesterase
TPC1_10562	TPC1_10562 Conserved hypothetical protein
TPC1_10563	TPC1_10563 Conserved hypothetical protein
TPC1_10564	TPC1_10564 Hypothetical protein
TPC1_10566	TPC1_10566 Conserved hypothetical protein
TPC1_10569	TPC1_10569 Flagellar calcium-binding protein
TPC1_10571	TPC1_10571 Conserved hypothetical protein
TPC1_10572	TPC1_10572 Kinase, NEK
TPC1_10574	TPC1_10574 N2,N2-dimethylguanosine tRNA methyltransferase
TPC1_10576	TPC1_10576 Nuclear LIM interactor-interacting factor
TPC1_10577	TPC1_10577 Dopey family member
TPC1_10578	TPC1_10578 Leucine rich repeats-containing protein
TPC1_10579	TPC1_10579 Transmembrane domain-containing protein
TPC1_10580	TPC1_10580 Leucine rich repeats-containing protein
TPC1_10581	TPC1_10581 SET domain-containing protein
TPC1_10582	TPC1_10582 Dynein heavy chain
TPC1_10583	TPC1_10583 Nonsense-mediated mRNA decay protein
TPC1_10585	TPC1_10585 Hypothetical protein
TPC1_10586	TPC1_10586 CHY zinc finger domain-containing protein
TPC1_10588	TPC1_10588 SNF2 family chromodomain helicase-DNA-binding protein
TPC1_10589	TPC1_10589 Conserved hypothetical protein
TPC1_10590	TPC1_10590 Helicase-related protein
TPC1_10591	TPC1_10591 Amino acid transporter family protein
TPC1_10594	TPC1_10594 Acyl-CoA--carboxylate coenzyme A transferase, family III
TPC1_10595	TPC1_10595 Conserved hypothetical protein
TPC1_10596	TPC1_10596 Conserved hypothetical protein
TPC1_10597	TPC1_10597 Ornithine decarboxylase
TPC1_10598	TPC1_10598 Conserved hypothetical protein
TPC1_10599	TPC1_10599 Conserved hypothetical protein
TPC1_10600	TPC1_10600 Ornithine decarboxylase
TPC1_10602	TPC1_10602 Uridine phosphorylase
TPC1_10603	TPC1_10603 Conserved hypothetical protein
TPC1_10604	TPC1_10604 Kinase, PIKK
TPC1_10605	TPC1_10605 23S rRNA (uracil-5-)-methyltransferase RumA
TPC1_10607	TPC1_10607 N-terminal acetyltransferase complex ARD1 subunit
TPC1_10608	TPC1_10608 Histidinol phosphate phosphatase HisJ family protein
TPC1_10609	TPC1_10609 NlpC/P60 family protein
TPC1_10610	TPC1_10610 ATP-binding protein
TPC1_10612	TPC1_10612 Conserved hypothetical protein
TPC1_10613	TPC1_10613 CLN3 protein
TPC1_10617	TPC1_10617 Kinase, CMGC GSK
TPC1_10618	TPC1_10618 Hypothetical protein
TPC1_10619	TPC1_10619 Conserved hypothetical protein
TPC1_10622	TPC1_10622 Pre-mRNA-splicing factor ATP-dependent RNA helicase
TPC1_10623	TPC1_10623 Conserved hypothetical protein
TPC1_10625	TPC1_10625 Hypothetical protein
TPC1_10626	TPC1_10626 DNA mismatch repair protein MutL
TPC1_10627	TPC1_10627 DDE superfamily endonuclease domain-containing protein
TPC1_10629	TPC1_10629 Ubiquitin-conjugating enzyme E1
TPC1_10630	TPC1_10630 Dynein heavy chain
TPC1_10631	TPC1_10631 Peroxiredoxin
TPC1_10632	TPC1_10632 Ubiquitin
TPC1_10633	TPC1_10633 Conserved hypothetical protein
TPC1_10634	TPC1_10634 Hypothetical protein
TPC1_10635	TPC1_10635 Conserved hypothetical protein
TPC1_10636	TPC1_10636 Protein kinase domain-containing protein
TPC1_10637	TPC1_10637 5'-nucleotidase SurE
TPC1_10638	TPC1_10638 Rab-like protein
TPC1_10639	TPC1_10639 Cation efflux family protein
TPC1_10640	TPC1_10640 Major facilitator superfamily protein
TPC1_10642	TPC1_10642 Leucine rich repeats-containing protein
TPC1_10646	TPC1_10646 Protein kinase domain-containing protein
TPC1_10649	TPC1_10649 Beta tubulin
TPC1_10650	TPC1_10650 Zinc carboxypeptidase domain-containing protein
