id	desc
KAG9389557.1	KAG9389557.1 hypothetical protein J8273_8850 [Carpediemonas membranifera]
KAG9389558.1	KAG9389558.1 hypothetical protein J8273_8851 [Carpediemonas membranifera]
KAG9389559.1	KAG9389559.1 hypothetical protein J8273_8852 [Carpediemonas membranifera]
KAG9389560.1	KAG9389560.1 hypothetical protein J8273_8853 [Carpediemonas membranifera]
KAG9389561.1	KAG9389561.1 hypothetical protein J8273_8854 [Carpediemonas membranifera]
KAG9389562.1	KAG9389562.1 WD domain, G-beta repeat [Carpediemonas membranifera]
KAG9389563.1	KAG9389563.1 sulfurtransferase [Carpediemonas membranifera]
KAG9389564.1	KAG9389564.1 Leucine rich repeat [Carpediemonas membranifera]
KAG9389565.1	KAG9389565.1 hypothetical protein J8273_8858 [Carpediemonas membranifera]
KAG9389566.1	KAG9389566.1 putative zinc finger motif, C2HC5-type [Carpediemonas membranifera]
KAG9389567.1	KAG9389567.1 SNARE associated Golgi protein [Carpediemonas membranifera]
KAG9389568.1	KAG9389568.1 Thioredoxin [Carpediemonas membranifera]
KAG9389569.1	KAG9389569.1 hypothetical protein J8273_8862 [Carpediemonas membranifera]
KAG9389570.1	KAG9389570.1 Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [Carpediemonas membranifera]
KAG9389571.1	KAG9389571.1 Carbon-nitrogen hydrolase [Carpediemonas membranifera]
KAG9389572.1	KAG9389572.1 Protein kinase domain [Carpediemonas membranifera]
KAG9389573.1	KAG9389573.1 hypothetical protein J8273_8866 [Carpediemonas membranifera]
KAG9389574.1	KAG9389574.1 hypothetical protein J8273_8867 [Carpediemonas membranifera]
KAG9389575.1	KAG9389575.1 hypothetical protein J8273_8868 [Carpediemonas membranifera]
KAG9389576.1	KAG9389576.1 putative wd repeat domain phosphoinositide-interacting protein 2 protein [Carpediemonas membranifera]
KAG9389577.1	KAG9389577.1 hypothetical protein J8273_8870 [Carpediemonas membranifera]
KAG9389578.1	KAG9389578.1 long chain acylcoA synthetase [Carpediemonas membranifera]
KAG9389579.1	KAG9389579.1 COPII coat complex component Sec13, B (Sec13B) [Carpediemonas membranifera]
KAG9389580.1	KAG9389580.1 hypothetical protein J8273_8873 [Carpediemonas membranifera]
KAG9389581.1	KAG9389581.1 Programmed cell death protein 2, C-terminal putative domain [Carpediemonas membranifera]
KAG9389582.1	KAG9389582.1 Brix domain [Carpediemonas membranifera]
KAG9389583.1	KAG9389583.1 Chromosome partition protein Smc [Carpediemonas membranifera]
KAG9389584.1	KAG9389584.1 hypothetical protein J8273_8877 [Carpediemonas membranifera]
KAG9389585.1	KAG9389585.1 methionine--tRNA ligase [Carpediemonas membranifera]
KAG9389586.1	KAG9389586.1 Snf7/Vps24/ESCRT-III family [Carpediemonas membranifera]
KAG9389587.1	KAG9389587.1 Phosphoserine aminotransferase [Carpediemonas membranifera]
KAG9389588.1	KAG9389588.1 Dynein heavy chain, N-terminal region 1 [Carpediemonas membranifera]
KAG9389589.1	KAG9389589.1 B9 domain [Carpediemonas membranifera]
KAG9389590.1	KAG9389590.1 hypothetical protein J8273_8883 [Carpediemonas membranifera]
KAG9389591.1	KAG9389591.1 Ubiquitin family [Carpediemonas membranifera]
KAG9389592.1	KAG9389592.1 hypothetical protein J8273_8885 [Carpediemonas membranifera]
KAG9389593.1	KAG9389593.1 HEAT repeat [Carpediemonas membranifera]
KAG9389594.1	KAG9389594.1 Ornithine/DAP/Arg decarboxylase [Carpediemonas membranifera]
KAG9389595.1	KAG9389595.1 Chromosome partition protein Smc [Carpediemonas membranifera]
KAG9389596.1	KAG9389596.1 Calcineurin-like phosphoesterase [Carpediemonas membranifera]
KAG9389597.1	KAG9389597.1 hypothetical protein J8273_8890 [Carpediemonas membranifera]
KAG9389598.1	KAG9389598.1 SNARE domain [Carpediemonas membranifera]
KAG9389599.1	KAG9389599.1 Fructose-bisphosphate aldolase, class-I [Carpediemonas membranifera]
KAG9389600.1	KAG9389600.1 hypothetical protein J8273_8893 [Carpediemonas membranifera]
KAG9389601.1	KAG9389601.1 YhhN-like [Carpediemonas membranifera]
KAG9389602.1	KAG9389602.1 hypothetical protein J8273_8895 [Carpediemonas membranifera]
KAG9389603.1	KAG9389603.1 Ribosomal protein S5, eukaryotic/archaeal [Carpediemonas membranifera]
KAG9389604.1	KAG9389604.1 hypothetical protein J8273_8897 [Carpediemonas membranifera]
KAG9389605.1	KAG9389605.1 Lysophospholipid acyltransferase [Carpediemonas membranifera]
KAG9389606.1	KAG9389606.1 Ubiquitin-protein ligase E3A [Carpediemonas membranifera]
KAG9389607.1	KAG9389607.1 sulfite exporter TauE/SafE family protein [Carpediemonas membranifera]
KAG9389608.1	KAG9389608.1 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Carpediemonas membranifera]
KAG9389609.1	KAG9389609.1 hypothetical protein J8273_8902 [Carpediemonas membranifera]
KAG9389610.1	KAG9389610.1 SFI1 [Carpediemonas membranifera]
KAG9389611.1	KAG9389611.1 Ubiquitin--protein ligase [Carpediemonas membranifera]
KAG9389612.1	KAG9389612.1 hypothetical protein J8273_8905 [Carpediemonas membranifera]
KAG9389613.1	KAG9389613.1 5'-nucleotidase, C-terminal domain [Carpediemonas membranifera]
KAG9389614.1	KAG9389614.1 Replication factor C small subunit, RFC3 [Carpediemonas membranifera]
KAG9389615.1	KAG9389615.1 hypothetical protein J8273_8908 [Carpediemonas membranifera]
KAG9389616.1	KAG9389616.1 hypothetical protein J8273_8909 [Carpediemonas membranifera]
KAG9389617.1	KAG9389617.1 Maf1 regulator [Carpediemonas membranifera]
KAG9389618.1	KAG9389618.1 hypothetical protein J8273_8911 [Carpediemonas membranifera]
KAG9389619.1	KAG9389619.1 TANDEM PH DOMAIN CONTAINING PROTEIN [Carpediemonas membranifera]
KAG9389620.1	KAG9389620.1 cell differentiation protein RCD1 [Carpediemonas membranifera]
KAG9389621.1	KAG9389621.1 U3 small nucleolar RNA-associated protein 25 [Carpediemonas membranifera]
KAG9389622.1	KAG9389622.1 U3 small nucleolar RNA-interacting protein [Carpediemonas membranifera]
KAG9389623.1	KAG9389623.1 Ras-related protein Rab-28 [Carpediemonas membranifera]
KAG9389624.1	KAG9389624.1 nucleotide exchange factor GrpE [Carpediemonas membranifera]
KAG9389625.1	KAG9389625.1 hypothetical protein J8273_8918 [Carpediemonas membranifera]
KAG9389626.1	KAG9389626.1 Cyclin, N-terminal domain [Carpediemonas membranifera]
KAG9389627.1	KAG9389627.1 hypothetical protein J8273_8920 [Carpediemonas membranifera]
KAG9389628.1	KAG9389628.1 hypothetical protein J8273_8922 [Carpediemonas membranifera]
KAG9389629.1	KAG9389629.1 hypothetical protein J8273_8925 [Carpediemonas membranifera]
KAG9389630.1	KAG9389630.1 Zinc finger CCHC-type [Carpediemonas membranifera]
KAG9389631.1	KAG9389631.1 UAA transporter [Carpediemonas membranifera]
KAG9389632.1	KAG9389632.1 ATPase, V1 complex, subunit D [Carpediemonas membranifera]
KAG9389633.1	KAG9389633.1 hypothetical protein J8273_8932 [Carpediemonas membranifera]
KAG9389634.1	KAG9389634.1 Chromosome partition protein Smc [Carpediemonas membranifera]
KAG9389635.1	KAG9389635.1 Actin-related protein [Carpediemonas membranifera]
KAG9389636.1	KAG9389636.1 Tetratricopeptide repeat [Carpediemonas membranifera]
KAG9389637.1	KAG9389637.1 Golgi-body localization protein domain [Carpediemonas membranifera]
KAG9389638.1	KAG9389638.1 Leucine Rich Repeat [Carpediemonas membranifera]
KAG9389639.1	KAG9389639.1 hypothetical protein J8273_8938 [Carpediemonas membranifera]
KAG9389640.1	KAG9389640.1 Protein of unknown function (DUF663) [Carpediemonas membranifera]
KAG9389641.1	KAG9389641.1 Glutathione synthase, eukaryotic [Carpediemonas membranifera]
KAG9389642.1	KAG9389642.1 WH2 motif [Carpediemonas membranifera]
KAG9389643.1	KAG9389643.1 hypothetical protein J8273_8942 [Carpediemonas membranifera]
KAG9389644.1	KAG9389644.1 Serine/threonine-protein kinase [Carpediemonas membranifera]
KAG9389645.1	KAG9389645.1 tRNA transferase Trm5/Tyw2 [Carpediemonas membranifera]
KAG9389646.1	KAG9389646.1 Phenylalanyl-tRNA synthetase, class IIc, alpha subunit [Carpediemonas membranifera]
KAG9389647.1	KAG9389647.1 hypothetical protein J8273_8946 [Carpediemonas membranifera]
KAG9389648.1	KAG9389648.1 hypothetical protein J8273_8947 [Carpediemonas membranifera]
KAG9389649.1	KAG9389649.1 beta-tubulin [Carpediemonas membranifera]
KAG9389650.1	KAG9389650.1 Conserved hypothetical protein CHP02452 [Carpediemonas membranifera]
KAG9389651.1	KAG9389651.1 Iron superoxide dismutase [Carpediemonas membranifera]
KAG9389652.1	KAG9389652.1 Protein phosphatase 2A, regulatory B subunit, B56 [Carpediemonas membranifera]
KAG9389653.1	KAG9389653.1 hypothetical protein J8273_8952 [Carpediemonas membranifera]
KAG9389654.1	KAG9389654.1 Myb-like DNA-binding domain [Carpediemonas membranifera]
KAG9389655.1	KAG9389655.1 chromosome segregation protein [Carpediemonas membranifera]
KAG9389656.1	KAG9389656.1 Small GTPase superfamily [Carpediemonas membranifera]
KAG9389657.1	KAG9389657.1 Zinc knuckle [Carpediemonas membranifera]
KAG9389658.1	KAG9389658.1 hypothetical protein J8273_8958 [Carpediemonas membranifera]
KAG9389659.1	KAG9389659.1 Coatomer WD associated region [Carpediemonas membranifera]
KAG9389660.1	KAG9389660.1 Phosphoribosyl transferase domain [Carpediemonas membranifera]
KAG9389661.1	KAG9389661.1 Nucleoside diphosphate kinase [Carpediemonas membranifera]
KAG9389662.1	KAG9389662.1 hypothetical protein J8273_8962 [Carpediemonas membranifera]
KAG9389663.1	KAG9389663.1 putative ferric reductase [Carpediemonas membranifera]
KAG9389664.1	KAG9389664.1 Adenine phosphoribosyl transferase [Carpediemonas membranifera]
KAG9389665.1	KAG9389665.1 hypothetical protein J8273_8965 [Carpediemonas membranifera]
KAG9389666.1	KAG9389666.1 hypothetical protein J8273_8966 [Carpediemonas membranifera]
KAG9389667.1	KAG9389667.1 Ubiquitin-conjugating enzyme [Carpediemonas membranifera]
KAG9389668.1	KAG9389668.1 Trp-Asp (WD) repeats circular [Carpediemonas membranifera]
KAG9389669.1	KAG9389669.1 hypothetical protein J8273_8969 [Carpediemonas membranifera]
KAG9389670.1	KAG9389670.1 WD domain, G-beta repeat [Carpediemonas membranifera]
KAG9389671.1	KAG9389671.1 hypothetical protein J8273_8971 [Carpediemonas membranifera]
KAG9389672.1	KAG9389672.1 hypothetical protein J8273_8972 [Carpediemonas membranifera]
KAG9389673.1	KAG9389673.1 Uncharacterized protein family UPF0047 [Carpediemonas membranifera]
KAG9389674.1	KAG9389674.1 hypothetical protein J8273_8974 [Carpediemonas membranifera]
KAG9389675.1	KAG9389675.1 hypothetical protein J8273_8975 [Carpediemonas membranifera]
KAG9389676.1	KAG9389676.1 hypothetical protein J8273_8976 [Carpediemonas membranifera]
KAG9389677.1	KAG9389677.1 hypothetical protein J8273_8977 [Carpediemonas membranifera]
KAG9389678.1	KAG9389678.1 Chromo and chromo shadow domain [Carpediemonas membranifera]
KAG9389679.1	KAG9389679.1 hypothetical protein J8273_8980 [Carpediemonas membranifera]
KAG9389680.1	KAG9389680.1 hypothetical protein J8273_8981 [Carpediemonas membranifera]
KAG9389681.1	KAG9389681.1 hypothetical protein J8273_8985 [Carpediemonas membranifera]
KAG9389682.1	KAG9389682.1 histone H3/CENP-A [Carpediemonas membranifera]
KAG9389683.1	KAG9389683.1 hypothetical protein J8273_8987 [Carpediemonas membranifera]
KAG9389684.1	KAG9389684.1 hypothetical protein J8273_8988 [Carpediemonas membranifera]
KAG9389685.1	KAG9389685.1 hypothetical protein J8273_8989 [Carpediemonas membranifera]
KAG9389686.1	KAG9389686.1 hypothetical protein J8273_8990 [Carpediemonas membranifera]
KAG9389687.1	KAG9389687.1 hypothetical protein J8273_8991 [Carpediemonas membranifera]
KAG9389688.1	KAG9389688.1 hypothetical protein J8273_8992 [Carpediemonas membranifera]
KAG9389689.1	KAG9389689.1 hypothetical protein J8273_8993 [Carpediemonas membranifera]
KAG9389690.1	KAG9389690.1 PH domain containing protein, partial [Carpediemonas membranifera]
KAG9389691.1	KAG9389691.1 cyclin dependent kinase [Carpediemonas membranifera]
KAG9389692.1	KAG9389692.1 replication factor C subunit 5 [Carpediemonas membranifera]
KAG9389693.1	KAG9389693.1 Protein of unknown function DUF2373 [Carpediemonas membranifera]
KAG9389694.1	KAG9389694.1 hypothetical protein J8273_8368 [Carpediemonas membranifera]
KAG9389695.1	KAG9389695.1 hypothetical protein J8273_8369 [Carpediemonas membranifera]
KAG9389696.1	KAG9389696.1 hypothetical protein J8273_8370 [Carpediemonas membranifera]
KAG9389697.1	KAG9389697.1 hypothetical protein J8273_8371 [Carpediemonas membranifera]
KAG9389698.1	KAG9389698.1 hypothetical protein J8273_8372 [Carpediemonas membranifera]
KAG9389699.1	KAG9389699.1 Chromosome partition protein Smc [Carpediemonas membranifera]
KAG9389700.1	KAG9389700.1 DNA topoisomerase 2 alpha [Carpediemonas membranifera]
KAG9389701.1	KAG9389701.1 WD domain G-beta repeat [Carpediemonas membranifera]
KAG9389702.1	KAG9389702.1 Pyridoxal-phosphate dependent enzyme [Carpediemonas membranifera]
KAG9389703.1	KAG9389703.1 Serine/Threonine kinase ATM [Carpediemonas membranifera]
KAG9389704.1	KAG9389704.1 NLI interacting factor-like phosphatase [Carpediemonas membranifera]
KAG9389705.1	KAG9389705.1 hypothetical protein J8273_8379 [Carpediemonas membranifera]
KAG9389706.1	KAG9389706.1 Dynein heavy chain N-terminal region 2 [Carpediemonas membranifera]
KAG9389707.1	KAG9389707.1 Aldehyde oxidase/xanthine dehydrogenase [Carpediemonas membranifera]
KAG9389708.1	KAG9389708.1 MORN repeat [Carpediemonas membranifera]
KAG9389709.1	KAG9389709.1 Acyltransferase [Carpediemonas membranifera]
KAG9389710.1	KAG9389710.1 hypothetical protein J8273_8384 [Carpediemonas membranifera]
KAG9389711.1	KAG9389711.1 Arb2 domain [Carpediemonas membranifera]
KAG9389712.1	KAG9389712.1 XdhC Rossmann domain [Carpediemonas membranifera]
KAG9389713.1	KAG9389713.1 hypothetical protein J8273_8387 [Carpediemonas membranifera]
KAG9389714.1	KAG9389714.1 Ribosomal protein L6 [Carpediemonas membranifera]
KAG9389715.1	KAG9389715.1 hypothetical protein J8273_8389 [Carpediemonas membranifera]
KAG9389716.1	KAG9389716.1 hypothetical protein J8273_8390 [Carpediemonas membranifera]
KAG9389717.1	KAG9389717.1 regulator of chromosome condensation (RCC1) repeat family protein [Carpediemonas membranifera]
KAG9389718.1	KAG9389718.1 hypothetical protein J8273_8392 [Carpediemonas membranifera]
KAG9389719.1	KAG9389719.1 Adaptor Protein Complex 2 subunit sigma (AP2S2) [Carpediemonas membranifera]
KAG9389720.1	KAG9389720.1 Ubiquitin-conjugating enzyme [Carpediemonas membranifera]
KAG9389721.1	KAG9389721.1 hypothetical protein J8273_8395 [Carpediemonas membranifera]
KAG9389722.1	KAG9389722.1 hypothetical protein J8273_8396 [Carpediemonas membranifera]
KAG9389723.1	KAG9389723.1 hypothetical protein J8273_8397 [Carpediemonas membranifera]
KAG9389724.1	KAG9389724.1 tetrovirus-related pol polyprotein [Carpediemonas membranifera]
KAG9389725.1	KAG9389725.1 Vacuolar Protein Sorting 35 (VPS35) [Carpediemonas membranifera]
KAG9389726.1	KAG9389726.1 COPII coat complex component Sec24 E (Sec24E) [Carpediemonas membranifera]
KAG9389727.1	KAG9389727.1 Sec23/Sec24 trunk domain [Carpediemonas membranifera]
KAG9389728.1	KAG9389728.1 hypothetical protein J8273_8402 [Carpediemonas membranifera]
KAG9389729.1	KAG9389729.1 hypothetical protein J8273_8403 [Carpediemonas membranifera]
KAG9389730.1	KAG9389730.1 hypothetical protein J8273_8404 [Carpediemonas membranifera]
