OG	id	desc
OG0000202	HIN_034411	HIN_034411 Myosin-cross-reactive antigen, putative
OG0000202	HIN_038228	HIN_038228 Myosin-cross-reactive antigen, putative
OG0000202	HIN_044536	HIN_044536 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052514	HIN_052514 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052642	HIN_052642 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052644	HIN_052644 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052647	HIN_052647 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052648	HIN_052648 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052650	HIN_052650 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052651	HIN_052651 Myosin-cross-reactive antigen, putative
OG0000202	HIN_052652	HIN_052652 Myosin-cross-reactive antigen, putative
OG0000202	HIN_053566	HIN_053566 Myosin-cross-reactive antigen, putative
OG0000202	HIN_053668	HIN_053668 Myosin-cross-reactive antigen, putative
OG0000202	HIN_053682	HIN_053682 Myosin-cross-reactive antigen, putative
OG0000202	HIN_054170	HIN_054170 Myosin-cross-reactive antigen, putative
OG0000202	HIN_054174	HIN_054174 Myosin-cross-reactive antigen, putative
OG0000202	HIN_061002	HIN_061002 Myosin-cross-reactive antigen, putative
OG0000202	HIN_061009	HIN_061009 Myosin-cross-reactive antigen, putative
OG0000202	HIN_061011	HIN_061011 Myosin-cross-reactive antigen, putative
OG0000202	HIN_062256	HIN_062256 Myosin-cross-reactive antigen, putative
OG0000202	HIN_071501	HIN_071501 Myosin-cross-reactive antigen, putative
OG0000202	HIN_071502	HIN_071502 Myosin-cross-reactive antigen, putative
OG0000202	HIN_074589	HIN_074589 Myosin-cross-reactive antigen, putative
OG0000202	HIN_074601	HIN_074601 Myosin-cross-reactive antigen, putative
OG0000202	HIN_075978	HIN_075978 Myosin-cross-reactive antigen, putative
OG0000202	HIN_075982	HIN_075982 Hypothetical protein
OG0000202	HIN_076093	HIN_076093 Myosin-cross-reactive antigen, putative
OG0000202	HIN_076100	HIN_076100 Myosin-cross-reactive antigen, putative
OG0000202	HIN_081741	HIN_081741 Myosin-cross-reactive antigen, putative
OG0000202	HIN_084413	HIN_084413 Myosin-cross-reactive antigen, putative
OG0000202	HIN_089219	HIN_089219 Myosin-cross-reactive antigen, putative
OG0000202	HIN_089759	HIN_089759 Myosin-cross-reactive antigen, putative
OG0000202	HIN_090916	HIN_090916 Myosin-cross-reactive antigen, putative
OG0000202	HIN_091446	HIN_091446 Myosin-cross-reactive antigen, putative
OG0000202	HIN_091453	HIN_091453 Myosin-cross-reactive antigen, putative
OG0000202	HIN_091456	HIN_091456 Myosin-cross-reactive antigen, putative
OG0000202	HIN_096355	HIN_096355 Myosin-cross-reactive antigen, putative
OG0000202	HIN_096358	HIN_096358 Myosin-cross-reactive antigen, putative
OG0000202	HIN_100520	HIN_100520 Myosin-cross-reactive antigen, putative
OG0000301	HIN_004974	HIN_004974 Saposin-like type B domin-containing protein
OG0000301	HIN_004975	HIN_004975 Saposin-like type B domin-containing protein
OG0000301	HIN_004976	HIN_004976 Saposin-like type B domin-containing protein
OG0000301	HIN_004979	HIN_004979 Saposin-like type B domin-containing protein
OG0000301	HIN_005065	HIN_005065 Saposin-like type B domin-containing protein
OG0000301	HIN_005066	HIN_005066 Saposin-like type B domin-containing protein
OG0000301	HIN_005067	HIN_005067 Saposin-like type B domin-containing protein
OG0000301	HIN_012350	HIN_012350 Saposin-like type B domin-containing protein
OG0000301	HIN_012351	HIN_012351 Saposin-like type B domin-containing protein
OG0000301	HIN_012352	HIN_012352 Saposin-like type B domin-containing protein
OG0000301	HIN_012441	HIN_012441 Saposin-like type B domin-containing protein
OG0000301	HIN_012442	HIN_012442 Saposin-like type B domin-containing protein
OG0000301	HIN_012443	HIN_012443 Saposin-like type B domin-containing protein
OG0000301	HIN_012522	HIN_012522 Saposin-like type B domin-containing protein
OG0000301	HIN_023280	HIN_023280 Saposin-like type B domin-containing protein
OG0000301	HIN_023290	HIN_023290 Saposin-like type B domin-containing protein
OG0000301	HIN_038362	HIN_038362 Saposin-like type B domin-containing protein
OG0000301	HIN_038377	HIN_038377 Saposin-like type B domin-containing protein
OG0000301	HIN_050352	HIN_050352 Saposin-like type B domin-containing protein
OG0000301	HIN_050371	HIN_050371 Saposin-like type B domin-containing protein
OG0000301	HIN_058703	HIN_058703 Saposin-like type B domin-containing protein
OG0000301	HIN_058704	HIN_058704 Saposin-like type B domin-containing protein
OG0000301	HIN_058705	HIN_058705 Saposin-like type B domin-containing protein
OG0000301	HIN_072076	HIN_072076 Saposin-like type B domin-containing protein
OG0000301	HIN_072110	HIN_072110 Saposin-like type B domin-containing protein
OG0000301	HIN_072121	HIN_072121 Saposin-like type B domin-containing protein
OG0000301	HIN_072122	HIN_072122 Saposin-like type B domin-containing protein
OG0000301	HIN_072123	HIN_072123 Saposin-like type B domin-containing protein
OG0000301	HIN_074464	HIN_074464 Saposin-like type B domin-containing protein
OG0000301	HIN_082168	HIN_082168 Saposin-like type B domin-containing protein
OG0000301	HIN_082169	HIN_082169 Saposin-like type B domin-containing protein
OG0000301	HIN_082170	HIN_082170 Saposin-like type B domin-containing protein
OG0000301	HIN_096238	HIN_096238 Saposin-like type B domin-containing protein
OG0000415	HIN_000349	HIN_000349 carbohydrate-binding protein
OG0000415	HIN_000351	HIN_000351 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_009896	HIN_009896 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_009898	HIN_009898 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_009900	HIN_009900 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_015402	HIN_015402 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_015406	HIN_015406 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_015411	HIN_015411 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_015412	HIN_015412 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_029626	HIN_029626 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_029632	HIN_029632 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_033039	HIN_033039 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_033052	HIN_033052 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_033054	HIN_033054 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_033057	HIN_033057 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_033591	HIN_033591 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_033599	HIN_033599 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_042597	HIN_042597 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_042611	HIN_042611 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_057575	HIN_057575 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_057577	HIN_057577 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_060581	HIN_060581 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_060593	HIN_060593 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_060596	HIN_060596 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_084100	HIN_084100 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_084117	HIN_084117 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_084119	HIN_084119 Glucan endo-1,6-beta-glucosidase
OG0000415	HIN_084121	HIN_084121 Glucan endo-1,6-beta-glucosidase
OG0000529	HIN_008707	HIN_008707 Hypothetical protein
OG0000529	HIN_016223	HIN_016223 DNA helicase, putative
OG0000529	HIN_016225	HIN_016225 DNA helicase, putative
OG0000529	HIN_016227	HIN_016227 Hypothetical protein
OG0000529	HIN_016229	HIN_016229 DNA helicase, putative
OG0000529	HIN_016231	HIN_016231 Hypothetical protein
OG0000529	HIN_040659	HIN_040659 DNA helicase, putative
OG0000529	HIN_040661	HIN_040661 DNA helicase, putative
OG0000529	HIN_060113	HIN_060113 DNA helicase, putative
OG0000529	HIN_060115	HIN_060115 DNA helicase, putative
OG0000529	HIN_060118	HIN_060118 Hypothetical protein
OG0000529	HIN_060120	HIN_060120 DNA helicase, putative
OG0000529	HIN_060122	HIN_060122 DNA helicase, putative
OG0000529	HIN_060152	HIN_060152 DNA helicase, putative
OG0000529	HIN_063093	HIN_063093 DNA helicase, putative
OG0000529	HIN_063096	HIN_063096 DNA helicase, putative
OG0000529	HIN_063138	HIN_063138 DNA helicase, putative
OG0000529	HIN_066727	HIN_066727 Hypothetical protein
OG0000529	HIN_066730	HIN_066730 DNA helicase, putative
OG0000529	HIN_071234	HIN_071234 DNA helicase, putative
OG0000529	HIN_081391	HIN_081391 DNA helicase, putative
OG0000529	HIN_081428	HIN_081428 DNA helicase, putative
OG0000529	HIN_081431	HIN_081431 DNA helicase, putative
OG0000547	HIN_000946	HIN_000946 Saposin, putative
OG0000547	HIN_000949	HIN_000949 Saposin, putative
OG0000547	HIN_001010	HIN_001010 Saposin, putative
OG0000547	HIN_001047	HIN_001047 Saposin, putative
OG0000547	HIN_001048	HIN_001048 Saposin, putative
OG0000547	HIN_001177	HIN_001177 Saposin, putative
OG0000547	HIN_005675	HIN_005675 Saposin, putative
OG0000547	HIN_012841	HIN_012841 Saposin, putative
OG0000547	HIN_012900	HIN_012900 Saposin, putative
OG0000547	HIN_012935	HIN_012935 Saposin, putative
OG0000547	HIN_012936	HIN_012936 Saposin, putative
OG0000547	HIN_013071	HIN_013071 Saposin, putative
OG0000547	HIN_027554	HIN_027554 Saposin, putative
OG0000547	HIN_046671	HIN_046671 Saposin, putative
OG0000547	HIN_083016	HIN_083016 Saposin, putative
OG0000547	HIN_085985	HIN_085985 Saposin, putative
OG0000547	HIN_087291	HIN_087291 Saposin, putative
OG0000786	HIN_024331	HIN_024331 Kinase, NEK
OG0000786	HIN_052552	HIN_052552 Kinase, NEK
OG0000786	HIN_099093	HIN_099093 Kinase, NEK
OG0000968	HIN_003312	HIN_003312 Ion channel domain-containing protein
OG0000968	HIN_003334	HIN_003334 Transmembrane domain-containing protein
OG0000968	HIN_003337	HIN_003337 Transmembrane domain-containing protein
OG0000968	HIN_003344	HIN_003344 Transmembrane domain-containing protein
OG0000968	HIN_069413	HIN_069413 Transmembrane domain-containing protein
OG0000968	HIN_069416	HIN_069416 Transmembrane domain-containing protein
OG0000968	HIN_069421	HIN_069421 Transmembrane domain-containing protein
OG0000968	HIN_069444	HIN_069444 Ion channel domain-containing protein
OG0000968	HIN_069447	HIN_069447 Ion channel domain-containing protein
OG0000968	HIN_073866	HIN_073866 Ion channel domain-containing protein
OG0000968	HIN_073889	HIN_073889 Transmembrane domain-containing protein
OG0000968	HIN_073903	HIN_073903 Transmembrane domain-containing protein
OG0000968	HIN_073908	HIN_073908 Transmembrane domain-containing protein
OG0000968	HIN_073914	HIN_073914 Transmembrane domain-containing protein
OG0001003	HIN_020028	HIN_020028 SPFH domain/Band 7 family protein
OG0001003	HIN_020048	HIN_020048 SPFH domain/Band 7 family protein
OG0001003	HIN_039541	HIN_039541 SPFH domain/Band 7 family protein
OG0001003	HIN_063594	HIN_063594 SPFH domain/Band 7 family protein
OG0001003	HIN_063619	HIN_063619 SPFH domain/Band 7 family protein
OG0001003	HIN_063621	HIN_063621 SPFH domain/Band 7 family protein
OG0001003	HIN_073677	HIN_073677 SPFH domain/Band 7 family protein
OG0001003	HIN_073703	HIN_073703 SPFH domain/Band 7 family protein
OG0001003	HIN_088507	HIN_088507 SPFH domain/Band 7 family protein
OG0001003	HIN_088525	HIN_088525 SPFH domain/Band 7 family protein
OG0001003	HIN_094814	HIN_094814 SPFH domain/Band 7 family protein
OG0001003	HIN_098053	HIN_098053 SPFH domain/Band 7 family protein
OG0001003	HIN_098177	HIN_098177 SPFH domain/Band 7 family protein
OG0001111	HIN_019349	HIN_019349 G-protein alpha subunit
OG0001111	HIN_019353	HIN_019353 G-protein alpha subunit
OG0001111	HIN_053408	HIN_053408 G-protein alpha subunit
OG0001111	HIN_053412	HIN_053412 G-protein alpha subunit
OG0001111	HIN_067164	HIN_067164 G-protein alpha subunit
OG0001111	HIN_067168	HIN_067168 G-protein alpha subunit
OG0001657	HIN_034525	HIN_034525 Cyclin
OG0001657	HIN_034532	HIN_034532 Cyclin
OG0001657	HIN_039984	HIN_039984 Cyclin fold protein
OG0001657	HIN_040001	HIN_040001 Cyclin fold protein
OG0001657	HIN_049882	HIN_049882 Cyclin fold protein
OG0001657	HIN_050048	HIN_050048 Cyclin
OG0001657	HIN_050056	HIN_050056 Cyclin
OG0001657	HIN_078358	HIN_078358 Cyclin fold protein
OG0001657	HIN_078372	HIN_078372 Cyclin fold protein
OG0001657	HIN_084921	HIN_084921 Cyclin
OG0002154	HIN_004227	HIN_004227 ADP-ribosylglycohydrolase
OG0002154	HIN_004264	HIN_004264 ADP-ribosylglycohydrolase
OG0002154	HIN_031860	HIN_031860 ADP-ribosylglycohydrolase
OG0002154	HIN_064252	HIN_064252 ADP-ribosylglycohydrolase
OG0002154	HIN_064288	HIN_064288 ADP-ribosylglycohydrolase
OG0002208	HIN_008587	HIN_008587 Conserved hypothetical protein
OG0002208	HIN_054803	HIN_054803 Conserved hypothetical protein
OG0002208	HIN_054805	HIN_054805 Conserved hypothetical protein
OG0002208	HIN_067763	HIN_067763 Conserved hypothetical protein
OG0002586	HIN_003067	HIN_003067 Hypothetical protein
OG0002586	HIN_003078	HIN_003078 Hypothetical protein
OG0002586	HIN_007457	HIN_007457 Zinc finger, C3HC4 type (RING finger) domain-containing protein
OG0002586	HIN_007477	HIN_007477 Zinc finger, C3HC4 type (RING finger) domain-containing protein
OG0002586	HIN_037753	HIN_037753 Zinc finger, C3HC4 type (RING finger) domain-containing protein
OG0002586	HIN_054982	HIN_054982 Hypothetical protein
OG0002586	HIN_058187	HIN_058187 Zinc finger, C3HC4 type (RING finger) domain-containing protein
OG0002653	HIN_006810	HIN_006810 Replication factor C, subunit 1
OG0002653	HIN_006816	HIN_006816 Replication factor C, subunit 1
OG0002653	HIN_051630	HIN_051630 Replication factor C, subunit 1
OG0002653	HIN_051639	HIN_051639 Replication factor C, subunit 1
OG0002653	HIN_093183	HIN_093183 Replication factor C, subunit 1
OG0002653	HIN_099696	HIN_099696 Replication factor C, subunit 1
OG0002767	HIN_016255	HIN_016255 Serine/threonine-protein phosphatase
OG0002767	HIN_040636	HIN_040636 Serine/threonine-protein phosphatase
OG0002767	HIN_071202	HIN_071202 Serine/threonine-protein phosphatase
OG0002927	HIN_030828	HIN_030828 SET domain-containing protein
OG0002927	HIN_041344	HIN_041344 SET domain-containing protein
OG0002927	HIN_086158	HIN_086158 SET domain-containing protein
OG0003142	HIN_000119	HIN_000119 Conserved hypothetical protein
OG0003142	HIN_000975	HIN_000975 Conserved hypothetical protein
OG0003142	HIN_011919	HIN_011919 Conserved hypothetical protein
OG0003142	HIN_012867	HIN_012867 Conserved hypothetical protein
OG0003142	HIN_013629	HIN_013629 Conserved hypothetical protein
OG0003142	HIN_087337	HIN_087337 Conserved hypothetical protein
OG0003300	HIN_011109	HIN_011109 Conserved hypothetical protein
OG0003300	HIN_021131	HIN_021131 Conserved hypothetical protein
OG0003300	HIN_032021	HIN_032021 Conserved hypothetical protein
OG0003300	HIN_057230	HIN_057230 Conserved hypothetical protein
OG0003300	HIN_064811	HIN_064811 Conserved hypothetical protein
OG0003300	HIN_068404	HIN_068404 Conserved hypothetical protein
OG0003302	HIN_011338	HIN_011338 MmpL efflux pump, putative
OG0003302	HIN_042939	HIN_042939 MmpL efflux pump, putative
OG0003302	HIN_042946	HIN_042946 MmpL efflux pump, putative
OG0003302	HIN_067430	HIN_067430 MmpL efflux pump, putative
OG0003302	HIN_067440	HIN_067440 MmpL efflux pump, putative
OG0003469	HIN_030965	HIN_030965 leucine-rich repeat domain-containing protein
OG0003469	HIN_046996	HIN_046996 Leucine-rich repeat domain containing protein
OG0003469	HIN_051233	HIN_051233 Leucine-rich repeat domain containing protein
OG0003469	HIN_053212	HIN_053212 Conserved hypothetical protein
OG0003472	HIN_031280	HIN_031280 Kinesin-like protein
OG0003472	HIN_060784	HIN_060784 Kinesin-like protein
OG0003472	HIN_064999	HIN_064999 Kinesin-like protein
OG0003472	HIN_065006	HIN_065006 Kinesin-2
OG0004199	HIN_071499	HIN_071499 Myosin-cross-reactive antigen, putative
OG0004199	HIN_071500	HIN_071500 Myosin-cross-reactive antigen, putative
OG0004327	HIN_001021	HIN_001021 Kinase, NEK
OG0004327	HIN_004658	HIN_004658 Kinase, NEK
OG0004327	HIN_012776	HIN_012776 Kinase, NEK
OG0004327	HIN_012910	HIN_012910 Kinase, NEK
OG0004516	HIN_015259	HIN_015259 3-oxo-5-alpha-steroid 4-dehydrogenase
OG0004516	HIN_029485	HIN_029485 3-oxo-5-alpha-steroid 4-dehydrogenase
OG0004516	HIN_077160	HIN_077160 3-oxo-5-alpha-steroid 4-dehydrogenase
OG0004516	HIN_077198	HIN_077198 3-oxo-5-alpha-steroid 4-dehydrogenase
OG0004715	HIN_031281	HIN_031281 Kinesin-like protein
OG0004715	HIN_060783	HIN_060783 Kinesin-like protein
OG0004935	HIN_077478	HIN_077478 Anaerobic ribonucleoside-triphosphate reductase
OG0004935	HIN_089854	HIN_089854 Anaerobic ribonucleoside-triphosphate reductase
OG0005119	HIN_000300	HIN_000300 autotransporter-associated beta strand repeat-containing protein
OG0005119	HIN_011776	HIN_011776 autotransporter-associated beta strand repeat-containing protein
OG0005119	HIN_013783	HIN_013783 filamentous hemagglutinin N-terminal domain-containing protein
OG0005174	HIN_002311	HIN_002311 Hypothetical protein
OG0005174	HIN_002312	HIN_002312 Conserved hypothetical protein
OG0005174	HIN_091871	HIN_091871 Conserved hypothetical protein
OG0005266	HIN_005912	HIN_005912 PH domain-containing protein
OG0005266	HIN_056760	HIN_056760 PH domain-containing protein
OG0005266	HIN_085718	HIN_085718 PH domain-containing protein
OG0005303	HIN_007539	HIN_007539 Conserved hypothetical protein
OG0005303	HIN_037850	HIN_037850 Conserved hypothetical protein
OG0005303	HIN_065411	HIN_065411 Conserved hypothetical protein
OG0005448	HIN_015495	HIN_015495 Kinase, AGC
OG0005448	HIN_016508	HIN_016508 Kinase, AGC
OG0005448	HIN_083500	HIN_083500 Kinase, AGC
OG0005472	HIN_016317	HIN_016317 Nitroreductase Fd-NR2
OG0005472	HIN_040554	HIN_040554 Nitroreductase Fd-NR2
OG0005472	HIN_092883	HIN_092883 Nitroreductase Fd-NR2
OG0005601	HIN_021897	HIN_021897 Deoxycytidine triphosphate deaminase
OG0005601	HIN_056709	HIN_056709 Deoxycytidine triphosphate deaminase
OG0005601	HIN_077380	HIN_077380 Deoxycytidine triphosphate deaminase
OG0005655	HIN_024186	HIN_024186 Integral membrane protein
OG0005655	HIN_069000	HIN_069000 Integral membrane protein
OG0005655	HIN_083599	HIN_083599 Integral membrane protein
OG0005715	HIN_028528	HIN_028528 Cathepsin B
OG0005715	HIN_050834	HIN_050834 Cathepsin B
OG0005757	HIN_031859	HIN_031859 DUF2252 family protein
OG0005757	HIN_064251	HIN_064251 DUF2252 family protein
OG0005757	HIN_096292	HIN_096292 leucine Rich Repeat (LRR)-containing protein
OG0005891	HIN_041506	HIN_041506 GYF domain
OG0005949	HIN_049325	HIN_049325 4-hydroxyphenylacetate decarboxylase
OG0005949	HIN_057927	HIN_057927 4-hydroxyphenylacetate decarboxylase
OG0006000	HIN_057773	HIN_057773 Membrane occupation and recognition nexus (Morn) repeat protein
OG0006000	HIN_062630	HIN_062630 Membrane occupation and recognition nexus (Morn) repeat protein
OG0006000	HIN_088228	HIN_088228 Membrane occupation and recognition nexus (Morn) repeat protein
OG0007003	HIN_021561	HIN_021561 Dynein heavy chain
OG0007003	HIN_087244	HIN_087244 Dynein heavy chain
OG0007080	HIN_023466	HIN_023466 Cathepsin L
OG0007080	HIN_080168	HIN_080168 Cathepsin L
OG0009901	HIN_057389	HIN_057389 DNA-directed RNA polymerase subunit
OG0009964	HIN_061544	HIN_061544 Amino acid transporter, putative
OG0000193	TPC1_14546	TPC1_14546 Helicase-related protein
OG0000202	TPC1_14612	TPC1_14612 Myosin-cross-reactive antigen, putative
OG0000202	TPC1_15304	TPC1_15304 Myosin-cross-reactive antigen, putative
OG0000301	TPC1_11512	TPC1_11512 Saposin-like type B domin-containing protein
OG0000301	TPC1_12709	TPC1_12709 Saposin-like type B domin-containing protein
OG0000415	TPC1_10001	TPC1_10001 Glucan endo-1,6-beta-glucosidase
OG0000529	TPC1_11284	TPC1_11284 AAA domain-containing protein
OG0000547	TPC1_10125	TPC1_10125 Saposin, putative
OG0000547	TPC1_12442	TPC1_12442 Saposin, putative
OG0000547	TPC1_12839	TPC1_12839 Hypothetical protein
OG0000547	TPC1_14805	TPC1_14805 Hypothetical protein
OG0000547	TPC1_15423	TPC1_15423 Putative prosaposin
OG0000547	TPC1_17036	TPC1_17036 Saposin-like type B domin-containing protein
OG0000786	TPC1_11085	TPC1_11085 Kinase, NEK
OG0000786	TPC1_11175	TPC1_11175 Predicted protein
OG0000786	TPC1_11590	TPC1_11590 Kinase, NEK
OG0000786	TPC1_11897	TPC1_11897 Kinase, NEK
OG0000786	TPC1_12504	TPC1_12504 Kinase, NEK
OG0000786	TPC1_13353	TPC1_13353 Kinase, NEK
OG0000786	TPC1_14099	TPC1_14099 Kinase, NEK
OG0000786	TPC1_14132	TPC1_14132 Kinase, NEK
OG0000786	TPC1_14318	TPC1_14318 Kinase, NEK
OG0000786	TPC1_17092	TPC1_17092 Testis-specific serine/threonine-protein kinase 1
OG0000786	TPC1_17404	TPC1_17404 Protein kinase domain-containing protein
OG0000786	TPC1_17629	TPC1_17629 Kinase, NEK
OG0000786	TPC1_17696	TPC1_17696 Protein kinase domain-containing protein
OG0000786	TPC1_17747	TPC1_17747 Kinase, NEK
OG0000968	TPC1_10860	TPC1_10860 Transmembrane domain-containing protein
OG0001003	TPC1_15766	TPC1_15766 SPFH domain/Band 7 family protein
OG0001111	TPC1_10747	TPC1_10747 G-protein alpha subunit
OG0001111	TPC1_10831	TPC1_10831 G-protein alpha subunit
OG0001111	TPC1_11510	TPC1_11510 G-protein alpha subunit
OG0001111	TPC1_12627	TPC1_12627 G-protein alpha subunit
OG0001111	TPC1_13844	TPC1_13844 G-protein alpha subunit
OG0001111	TPC1_17063	TPC1_17063 G-protein alpha subunit
OG0001657	TPC1_20143	TPC1_20143 Cyclin
OG0002154	TPC1_11403	TPC1_11403 ADP-ribosylglycohydrolase
OG0002154	TPC1_12772	TPC1_12772 ADP-ribosylglycohydrolase
OG0002154	TPC1_12927	TPC1_12927 ADP-ribosylglycohydrolase
OG0002154	TPC1_15113	TPC1_15113 ADP-ribosylglycohydrolase
OG0002208	TPC1_30018	TPC1_30018 Hypothetical protein
OG0002586	TPC1_11679	TPC1_11679 Zinc-RING finger domain-containing protein
OG0002653	TPC1_15029	TPC1_15029 Replication factor C, subunit 1
OG0002767	TPC1_11863	TPC1_11863 Serine/threonine-protein phosphatase
OG0002767	TPC1_15008	TPC1_15008 Protein phosphatase 1, catalytic subunit
OG0002927	TPC1_10356	TPC1_10356 SET domain-containing protein
OG0002927	TPC1_10780	TPC1_10780 SET domain-containing protein
OG0002927	TPC1_15569	TPC1_15569 SET domain-containing protein
OG0003142	TPC1_15387	TPC1_15387 Conserved hypothetical protein
OG0003300	TPC1_14783	TPC1_14783 Hypothetical protein
OG0003302	TPC1_12440	TPC1_12440 MMPL family protein
OG0003302	TPC1_16593	TPC1_16593 MmpL efflux pump, putative
OG0003469	TPC1_11207	TPC1_11207 Serine/threonine protein kinase
OG0003469	TPC1_15930	TPC1_15930 Leucine rich repeat-containing protein
OG0003469	TPC1_17644	TPC1_17644 Hypothetical protein
OG0003472	TPC1_12166	TPC1_12166 Kinesin-2
OG0003472	TPC1_12590	TPC1_12590 Kinesin-like protein
