OG	id	desc
OG0000024	HIN_056275	HIN_056275 Conserved hypothetical protein
OG0000024	HIN_057565	HIN_057565 Conserved hypothetical protein
OG0000024	HIN_061768	HIN_061768 Hypothetical protein
OG0000024	HIN_062331	HIN_062331 Conserved hypothetical protein
OG0000024	HIN_065323	HIN_065323 Conserved hypothetical protein
OG0000024	HIN_065546	HIN_065546 Conserved hypothetical protein
OG0000024	HIN_065572	HIN_065572 Conserved hypothetical protein
OG0000024	HIN_066724	HIN_066724 Conserved hypothetical protein
OG0000024	HIN_066995	HIN_066995 Conserved hypothetical protein
OG0000024	HIN_070329	HIN_070329 Conserved hypothetical protein
OG0000024	HIN_071295	HIN_071295 Conserved hypothetical protein
OG0000024	HIN_071296	HIN_071296 Conserved hypothetical protein
OG0000024	HIN_071299	HIN_071299 Conserved hypothetical protein
OG0000024	HIN_071303	HIN_071303 Conserved hypothetical protein
OG0000024	HIN_071365	HIN_071365 Conserved hypothetical protein
OG0000024	HIN_071983	HIN_071983 Conserved hypothetical protein
OG0000024	HIN_071985	HIN_071985 Conserved hypothetical protein
OG0000024	HIN_071991	HIN_071991 Conserved hypothetical protein
OG0000024	HIN_071994	HIN_071994 Conserved hypothetical protein
OG0000024	HIN_072003	HIN_072003 Conserved hypothetical protein
OG0000024	HIN_072005	HIN_072005 Conserved hypothetical protein
OG0000024	HIN_074874	HIN_074874 Conserved hypothetical protein
OG0000024	HIN_074880	HIN_074880 Conserved hypothetical protein
OG0000024	HIN_074904	HIN_074904 Conserved hypothetical protein
OG0000024	HIN_075211	HIN_075211 Conserved hypothetical protein
OG0000024	HIN_076274	HIN_076274 Conserved hypothetical protein
OG0000024	HIN_076287	HIN_076287 Conserved hypothetical protein
OG0000024	HIN_076779	HIN_076779 BPI-like protein
OG0000024	HIN_077044	HIN_077044 Conserved hypothetical protein
OG0000024	HIN_077049	HIN_077049 Conserved hypothetical protein
OG0000024	HIN_077051	HIN_077051 Conserved hypothetical protein
OG0000024	HIN_077058	HIN_077058 Conserved hypothetical protein
OG0000024	HIN_077059	HIN_077059 Conserved hypothetical protein
OG0000024	HIN_077208	HIN_077208 Conserved hypothetical protein
OG0000024	HIN_077280	HIN_077280 Conserved hypothetical protein
OG0000024	HIN_078102	HIN_078102 Conserved hypothetical protein
OG0000024	HIN_078776	HIN_078776 Conserved hypothetical protein
OG0000024	HIN_079480	HIN_079480 BPI-like protein
OG0000024	HIN_079481	HIN_079481 Conserved hypothetical protein
OG0000024	HIN_079482	HIN_079482 Conserved hypothetical protein
OG0000024	HIN_079486	HIN_079486 Conserved hypothetical protein
OG0000024	HIN_079490	HIN_079490 Conserved hypothetical protein
OG0000024	HIN_079537	HIN_079537 Conserved hypothetical protein
OG0000024	HIN_079538	HIN_079538 BPI-like protein
OG0000024	HIN_079700	HIN_079700 Conserved hypothetical protein
OG0000024	HIN_084515	HIN_084515 Conserved hypothetical protein
OG0000024	HIN_084520	HIN_084520 Conserved hypothetical protein
OG0000024	HIN_084526	HIN_084526 Conserved hypothetical protein
OG0000024	HIN_084542	HIN_084542 Conserved hypothetical protein
OG0000024	HIN_084696	HIN_084696 BPI-like protein
OG0000024	HIN_084697	HIN_084697 Conserved hypothetical protein
OG0000024	HIN_084739	HIN_084739 BPI-like protein
OG0000024	HIN_084985	HIN_084985 Conserved hypothetical protein
OG0000024	HIN_086251	HIN_086251 BPI-like protein
OG0000024	HIN_086269	HIN_086269 Conserved hypothetical protein
OG0000024	HIN_087171	HIN_087171 Conserved hypothetical protein
OG0000024	HIN_087172	HIN_087172 Conserved hypothetical protein
OG0000024	HIN_087175	HIN_087175 Conserved hypothetical protein
OG0000024	HIN_093101	HIN_093101 Conserved hypothetical protein
OG0000024	HIN_094324	HIN_094324 Conserved hypothetical protein
OG0000024	HIN_096259	HIN_096259 Conserved hypothetical protein
OG0000024	HIN_096297	HIN_096297 Conserved hypothetical protein
OG0000024	HIN_096298	HIN_096298 BPI-like protein
OG0000024	HIN_096432	HIN_096432 Conserved hypothetical protein
OG0000024	HIN_096967	HIN_096967 Conserved hypothetical protein
OG0000024	HIN_100180	HIN_100180 Hypothetical protein
OG0000024	HIN_100342	HIN_100342 Conserved hypothetical protein
OG0000024	HIN_100746	HIN_100746 Hypothetical protein
OG0000185	HIN_003667	HIN_003667 Glycosyl hydrolase family 25 protein
OG0000185	HIN_005858	HIN_005858 Glycosyl hydrolase family 25 protein
OG0000185	HIN_006161	HIN_006161 Glycosyl hydrolase family 25 protein
OG0000185	HIN_006171	HIN_006171 Glycosyl hydrolase family 25 protein
OG0000185	HIN_006201	HIN_006201 Glycosyl hydrolase family 25 protein
OG0000185	HIN_006205	HIN_006205 Glycosyl hydrolase family 25 protein
OG0000185	HIN_006252	HIN_006252 Glycosyl hydrolase family 25 protein
OG0000185	HIN_007425	HIN_007425 Glycosyl hydrolase family 25 protein
OG0000185	HIN_011147	HIN_011147 Glycosyl hydrolase family 25 protein
OG0000185	HIN_011741	HIN_011741 Glycosyl hydrolase family 25 protein
OG0000185	HIN_014370	HIN_014370 Glycosyl hydrolase family 25 protein
OG0000185	HIN_014378	HIN_014378 Glycosyl hydrolase family 25 protein
OG0000185	HIN_014388	HIN_014388 Glycosyl hydrolase family 25 protein
OG0000185	HIN_014405	HIN_014405 Glycosyl hydrolase family 25 protein
OG0000185	HIN_014522	HIN_014522 Glycosyl hydrolase family 25 protein
OG0000185	HIN_020253	HIN_020253 Glycosyl hydrolase family 25 protein
OG0000185	HIN_023638	HIN_023638 Glycosyl hydrolase family 25 protein
OG0000185	HIN_023734	HIN_023734 Glycosyl hydrolase family 25 protein
OG0000185	HIN_023762	HIN_023762 Glycosyl hydrolase family 25 protein
OG0000185	HIN_023780	HIN_023780 Glycosyl hydrolase family 25 protein
OG0000185	HIN_023793	HIN_023793 Glycosyl hydrolase family 25 protein
OG0000185	HIN_024982	HIN_024982 Glycosyl hydrolase family 25 protein
OG0000185	HIN_025145	HIN_025145 Glycosyl hydrolase family 25 protein
OG0000185	HIN_025468	HIN_025468 Glycosyl hydrolase family 25 protein
OG0000185	HIN_026822	HIN_026822 Glycosyl hydrolase family 25 protein
OG0000185	HIN_027233	HIN_027233 Glycosyl hydrolase family 25 protein
OG0000185	HIN_027400	HIN_027400 Glycosyl hydrolase family 25 protein
OG0000185	HIN_027511	HIN_027511 Glycosyl hydrolase family 25 protein
OG0000185	HIN_030242	HIN_030242 Glycosyl hydrolase family 25 protein
OG0000185	HIN_032239	HIN_032239 Glycosyl hydrolase family 25 protein
OG0000185	HIN_037732	HIN_037732 Glycosyl hydrolase family 25 protein
OG0000185	HIN_038506	HIN_038506 Glycosyl hydrolase family 25 protein
OG0000185	HIN_040187	HIN_040187 Glycosyl hydrolase family 25 protein
OG0000185	HIN_040253	HIN_040253 Glycosyl hydrolase family 25 protein
OG0000185	HIN_052412	HIN_052412 Glycosyl hydrolase family 25 protein
OG0000185	HIN_053629	HIN_053629 Glycosyl hydrolase family 25 protein
OG0000185	HIN_058208	HIN_058208 Glycosyl hydrolase family 25 protein
OG0000185	HIN_059562	HIN_059562 Glycosyl hydrolase family 25 protein
OG0000185	HIN_067083	HIN_067083 Glycosyl hydrolase family 25 protein
OG0000185	HIN_079201	HIN_079201 Glycosyl hydrolase family 25 protein
OG0000185	HIN_081165	HIN_081165 Glycosyl hydrolase family 25 protein
OG0000185	HIN_081584	HIN_081584 Glycosyl hydrolase family 25 protein
OG0000185	HIN_091367	HIN_091367 Glycosyl hydrolase family 25 protein
OG0000185	HIN_097722	HIN_097722 Glycosyl hydrolase family 25 protein
OG0000185	HIN_098759	HIN_098759 Glycosyl hydrolase family 25 protein
OG0000185	HIN_100006	HIN_100006 Glycosyl hydrolase family 25 protein
OG0000257	HIN_003089	HIN_003089 Alpha amylase
OG0000257	HIN_005316	HIN_005316 1,4-alpha-glucan branching enzyme
OG0000257	HIN_005733	HIN_005733 1,4-alpha-glucan branching enzyme
OG0000257	HIN_005755	HIN_005755 1,4-alpha-glucan branching enzyme
OG0000257	HIN_014089	HIN_014089 1,4-alpha-glucan branching enzyme
OG0000257	HIN_026089	HIN_026089 Alpha amylase
OG0000257	HIN_026092	HIN_026092 Alpha amylase
OG0000257	HIN_026120	HIN_026120 Alpha amylase
OG0000257	HIN_028893	HIN_028893 Alpha amylase
OG0000257	HIN_039480	HIN_039480 1,4-alpha-glucan branching enzyme
OG0000257	HIN_039778	HIN_039778 Alpha amylase
OG0000257	HIN_041668	HIN_041668 Alpha amylase
OG0000257	HIN_046736	HIN_046736 1,4-alpha-glucan branching enzyme
OG0000257	HIN_046752	HIN_046752 1,4-alpha-glucan branching enzyme
OG0000257	HIN_046788	HIN_046788 1,4-alpha-glucan branching enzyme
OG0000257	HIN_046790	HIN_046790 1,4-alpha-glucan branching enzyme
OG0000257	HIN_054827	HIN_054827 1,4-alpha-glucan branching enzyme
OG0000257	HIN_058829	HIN_058829 Alpha amylase
OG0000257	HIN_067784	HIN_067784 1,4-alpha-glucan branching enzyme
OG0000257	HIN_071917	HIN_071917 1,4-alpha-glucan branching enzyme
OG0000257	HIN_077884	HIN_077884 1,4-alpha-glucan branching enzyme
OG0000257	HIN_079359	HIN_079359 1,4-alpha-glucan branching enzyme
OG0000257	HIN_080889	HIN_080889 1,4-alpha-glucan branching enzyme
OG0000257	HIN_080913	HIN_080913 Alpha amylase
OG0000257	HIN_085267	HIN_085267 Alpha amylase
OG0000257	HIN_086881	HIN_086881 1,4-alpha-glucan branching enzyme
OG0000257	HIN_086896	HIN_086896 1,4-alpha-glucan branching enzyme
OG0000257	HIN_088930	HIN_088930 1,4-alpha-glucan branching enzyme
OG0000257	HIN_090581	HIN_090581 1,4-alpha-glucan branching enzyme
OG0000257	HIN_090820	HIN_090820 1,4-alpha-glucan branching enzyme
OG0000257	HIN_091153	HIN_091153 Alpha amylase
OG0000257	HIN_093535	HIN_093535 1,4-alpha-glucan branching enzyme
OG0000257	HIN_093537	HIN_093537 1,4-alpha-glucan branching enzyme
OG0000257	HIN_095619	HIN_095619 1,4-alpha-glucan branching enzyme
OG0000257	HIN_095621	HIN_095621 1,4-alpha-glucan branching enzyme
OG0000333	HIN_002872	HIN_002872 Heat shock protein
OG0000333	HIN_002873	HIN_002873 Heat shock protein
OG0000333	HIN_002874	HIN_002874 Heat shock protein
OG0000333	HIN_015457	HIN_015457 Heat shock protein
OG0000333	HIN_015458	HIN_015458 Heat shock protein
OG0000333	HIN_015461	HIN_015461 Heat shock protein
OG0000333	HIN_015462	HIN_015462 Heat shock protein
OG0000333	HIN_015463	HIN_015463 Heat shock protein
OG0000333	HIN_015464	HIN_015464 Heat shock protein
OG0000333	HIN_015465	HIN_015465 Heat shock protein
OG0000333	HIN_015467	HIN_015467 Heat shock protein
OG0000333	HIN_015468	HIN_015468 Heat shock protein
OG0000333	HIN_015470	HIN_015470 Heat shock protein
OG0000333	HIN_015471	HIN_015471 Heat shock protein
OG0000333	HIN_015472	HIN_015472 Heat shock protein
OG0000333	HIN_015473	HIN_015473 Heat shock protein
OG0000333	HIN_016474	HIN_016474 Heat shock protein
OG0000333	HIN_016477	HIN_016477 Heat shock protein
OG0000333	HIN_016478	HIN_016478 Heat shock protein
OG0000333	HIN_016479	HIN_016479 Heat shock protein
OG0000333	HIN_016480	HIN_016480 Hsp20/alpha crystallin family protein
OG0000333	HIN_016481	HIN_016481 Heat shock protein
OG0000333	HIN_016482	HIN_016482 Heat shock protein
OG0000333	HIN_016483	HIN_016483 Heat shock protein
OG0000333	HIN_088605	HIN_088605 Heat shock protein
OG0000333	HIN_088606	HIN_088606 Heat shock protein
OG0000333	HIN_088607	HIN_088607 Heat shock protein
OG0000333	HIN_088608	HIN_088608 Heat shock protein
OG0000333	HIN_088609	HIN_088609 Heat shock protein
OG0000333	HIN_099434	HIN_099434 Heat shock protein
OG0000333	HIN_099435	HIN_099435 Heat shock protein
OG0000383	HIN_011641	HIN_011641 Hypothetical protein
OG0000383	HIN_011651	HIN_011651 Regulator of chromosome condensation (RCC1) repeat-containing protein
OG0000383	HIN_021225	HIN_021225 Regulator of chromosome condensation (RCC1) repeat-containing protein
OG0000383	HIN_022154	HIN_022154 LPXTG-motif cell wall anchor domain
OG0000383	HIN_057325	HIN_057325 Regulator of chromosome condensation (RCC1) repeat-containing protein
OG0000383	HIN_059056	HIN_059056 Regulator of chromosome condensation (RCC1) repeat-containing protein
OG0000383	HIN_069195	HIN_069195 LPXTG-motif cell wall anchor domain
OG0000383	HIN_074968	HIN_074968 LPXTG-motif cell wall anchor domain
OG0000383	HIN_090536	HIN_090536 Regulator of chromosome condensation (RCC1) repeat-containing protein
OG0000500	HIN_008966	HIN_008966 Homeobox domain
OG0000500	HIN_029159	HIN_029159 Homeobox domain-containing protein
OG0000500	HIN_078310	HIN_078310 Homeobox domain-containing protein
OG0000500	HIN_096097	HIN_096097 Homeobox domain-containing protein
OG0000554	HIN_006466	HIN_006466 probable calcium-binding protein
OG0000554	HIN_006476	HIN_006476 probable calcium-binding protein
OG0000554	HIN_006482	HIN_006482 probable calcium-binding protein
OG0000554	HIN_006488	HIN_006488 probable calcium-binding protein
OG0000554	HIN_006496	HIN_006496 probable calcium-binding protein
OG0000554	HIN_006504	HIN_006504 probable calcium-binding protein
OG0000554	HIN_008206	HIN_008206 probable calcium-binding protein
OG0000554	HIN_008215	HIN_008215 probable calcium-binding protein
OG0000554	HIN_008223	HIN_008223 probable calcium-binding protein
OG0000554	HIN_008227	HIN_008227 probable calcium-binding protein
OG0000554	HIN_008235	HIN_008235 probable calcium-binding protein
OG0000554	HIN_046160	HIN_046160 probable calcium-binding protein
OG0000554	HIN_046168	HIN_046168 probable calcium-binding protein
OG0000554	HIN_046176	HIN_046176 probable calcium-binding protein
OG0000554	HIN_046181	HIN_046181 probable calcium-binding protein
OG0000554	HIN_046190	HIN_046190 probable calcium-binding protein
OG0000554	HIN_100741	HIN_100741 probable calcium-binding protein
OG0000613	HIN_005310	HIN_005310 Conserved hypothetical protein
OG0000613	HIN_010655	HIN_010655 Conserved hypothetical protein
OG0000613	HIN_010656	HIN_010656 Conserved hypothetical protein
OG0000613	HIN_010789	HIN_010789 Conserved hypothetical protein
OG0000613	HIN_037950	HIN_037950 Conserved hypothetical protein
OG0000613	HIN_038023	HIN_038023 Conserved hypothetical protein
OG0000613	HIN_048578	HIN_048578 Conserved hypothetical protein
OG0000613	HIN_048637	HIN_048637 Conserved hypothetical protein
OG0000613	HIN_063270	HIN_063270 Conserved hypothetical protein
OG0000613	HIN_071911	HIN_071911 Conserved hypothetical protein
OG0000613	HIN_082268	HIN_082268 Macro domain-like
OG0000613	HIN_082269	HIN_082269 Macro domain-like
OG0000613	HIN_082270	HIN_082270 Macro domain-like
OG0000613	HIN_082271	HIN_082271 Conserved hypothetical protein
OG0000613	HIN_082955	HIN_082955 Conserved hypothetical protein
OG0000613	HIN_088926	HIN_088926 Conserved hypothetical protein
OG0000613	HIN_090586	HIN_090586 Conserved hypothetical protein
OG0000626	HIN_015298	HIN_015298 Conserved hypothetical protein
OG0000626	HIN_015346	HIN_015346 Conserved hypothetical protein
OG0000626	HIN_015358	HIN_015358 Conserved hypothetical protein
OG0000626	HIN_015375	HIN_015375 Conserved hypothetical protein
OG0000626	HIN_015376	HIN_015376 Conserved hypothetical protein
OG0000626	HIN_022052	HIN_022052 Conserved hypothetical protein
OG0000626	HIN_029518	HIN_029518 Conserved hypothetical protein
OG0000626	HIN_029567	HIN_029567 Cln5-like protein
OG0000626	HIN_029569	HIN_029569 Conserved hypothetical protein
OG0000626	HIN_029578	HIN_029578 Conserved hypothetical protein
OG0000626	HIN_029595	HIN_029595 Conserved hypothetical protein
OG0000626	HIN_029599	HIN_029599 Conserved hypothetical protein
OG0000626	HIN_060545	HIN_060545 Conserved hypothetical protein
OG0000626	HIN_060548	HIN_060548 Conserved hypothetical protein
OG0000626	HIN_060557	HIN_060557 Conserved hypothetical protein
OG0000626	HIN_077123	HIN_077123 Conserved hypothetical protein
OG0000626	HIN_086040	HIN_086040 Conserved hypothetical protein
OG0000626	HIN_086047	HIN_086047 Conserved hypothetical protein
OG0000852	HIN_026336	HIN_026336 Beta-amylase
OG0000852	HIN_026722	HIN_026722 Beta-amylase
OG0000852	HIN_026827	HIN_026827 Beta-amylase
OG0000852	HIN_026832	HIN_026832 Beta-amylase
OG0000852	HIN_026833	HIN_026833 Beta-amylase
OG0000852	HIN_039232	HIN_039232 Beta-amylase
OG0000852	HIN_039315	HIN_039315 Beta-amylase
OG0000852	HIN_045896	HIN_045896 Beta-amylase
OG0000852	HIN_059565	HIN_059565 Beta-amylase
OG0000852	HIN_081577	HIN_081577 Beta-amylase
OG0000852	HIN_081578	HIN_081578 Beta-amylase
OG0000852	HIN_081582	HIN_081582 Beta-amylase
OG0000998	HIN_017413	HIN_017413 Cell-death-related nuclease 7
OG0000998	HIN_017599	HIN_017599 Cell-death-related nuclease 7
OG0000998	HIN_047832	HIN_047832 Cell-death-related nuclease 7
OG0000998	HIN_049188	HIN_049188 Cell-death-related nuclease 7
OG0000998	HIN_052701	HIN_052701 Cell-death-related nuclease 7
OG0000998	HIN_067467	HIN_067467 Cell-death-related nuclease 7
OG0000998	HIN_076365	HIN_076365 Cell-death-related nuclease 7
OG0001001	HIN_018706	HIN_018706 Dihydropyrimidinase
OG0001001	HIN_023939	HIN_023939 Dihydropyrimidinase
OG0001001	HIN_030686	HIN_030686 Dihydropyrimidinase
OG0001001	HIN_068003	HIN_068003 Dihydropyrimidinase
OG0001001	HIN_071075	HIN_071075 Dihydropyrimidinase
OG0001001	HIN_073560	HIN_073560 Dihydropyrimidinase
OG0001001	HIN_073562	HIN_073562 Dihydropyrimidinase
OG0001001	HIN_074321	HIN_074321 Dihydropyrimidinase
OG0001001	HIN_074327	HIN_074327 Dihydropyrimidinase
OG0001001	HIN_079038	HIN_079038 Dihydropyrimidinase
OG0001001	HIN_083125	HIN_083125 Dihydropyrimidinase
OG0001274	HIN_034807	HIN_034807 Conserved hypothetical protein
OG0001274	HIN_037528	HIN_037528 Vacuolar sorting protein
OG0001274	HIN_049369	HIN_049369 Vacuolar sorting protein
OG0001274	HIN_061603	HIN_061603 Vacuolar sorting protein
OG0001274	HIN_061813	HIN_061813 Conserved hypothetical protein
OG0001274	HIN_070348	HIN_070348 Conserved hypothetical protein
OG0001274	HIN_081291	HIN_081291 Vacuolar sorting protein
OG0001327	HIN_001518	HIN_001518 Adenosine deaminase
OG0001327	HIN_001668	HIN_001668 Adenosine deaminase
OG0001327	HIN_014873	HIN_014873 Adenosine deaminase
OG0001327	HIN_015026	HIN_015026 Adenosine deaminase
OG0001401	HIN_022335	HIN_022335 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_022336	HIN_022336 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_036720	HIN_036720 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_037235	HIN_037235 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_037248	HIN_037248 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_044194	HIN_044194 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_044210	HIN_044210 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_056532	HIN_056532 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_064485	HIN_064485 Xanthine oxidase / Xanthine dehydrogenase
OG0001401	HIN_064503	HIN_064503 Xanthine oxidase / Xanthine dehydrogenase
OG0001520	HIN_004438	HIN_004438 Xanthine oxidase / Xanthine dehydrogenase
OG0001520	HIN_031673	HIN_031673 Xanthine oxidase / Xanthine dehydrogenase
OG0001520	HIN_031675	HIN_031675 Xanthine oxidase / Xanthine dehydrogenase
OG0001520	HIN_062582	HIN_062582 Xanthine oxidase / Xanthine dehydrogenase
OG0001585	HIN_018417	HIN_018417 Phosphatidylinositol-4-phosphate 5-kinase
OG0001585	HIN_033396	HIN_033396 Phosphatidylinositol-4-phosphate 5-kinase
OG0001585	HIN_055732	HIN_055732 Phosphatidylinositol-4-phosphate 5-kinase
OG0001623	HIN_024142	HIN_024142 G-protein alpha subunit
OG0001623	HIN_069035	HIN_069035 G-protein alpha subunit
OG0001623	HIN_083568	HIN_083568 G-protein alpha subunit
OG0002005	HIN_039476	HIN_039476 Methionine gamma-lyase
OG0002005	HIN_070185	HIN_070185 Methionine gamma-lyase
OG0002005	HIN_070707	HIN_070707 Methionine gamma-lyase
